Entity,Code,Year,Deaths - Mental and substance use disorders - Sex: Both - Age: Under 5 (Rate),Deaths - Mental and substance use disorders - Sex: Both - Age: 70+ years (Rate),Deaths - Mental and substance use disorders - Sex: Both - Age: 5-14 years (Rate),Deaths - Mental and substance use disorders - Sex: Both - Age: 15-49 years (Rate),Deaths - Mental and substance use disorders - Sex: Both - Age: 50-69 years (Rate),Deaths - Mental and substance use disorders - Sex: Both - Age: Age-standardized (Rate),Deaths - Mental and substance use disorders - Sex: Both - Age: All Ages (Rate)
Albania,ALB,2004,0.0030288891918499997,4.8136495882200006,0.04111659943076098,1.8792782079973753,2.24869702395,0.9703004340380267,0.9722094161293914
Albania,ALB,2005,0.00322010664878,4.565041308750001,0.04284433447061796,1.9668054273268083,2.17191854461,1.0161162694125545,1.01873025344013
Albania,ALB,2006,0.0034337545868599996,4.48683872224,0.045274297963145346,2.0605186600661685,2.15967229515,1.0667486458728468,1.0677501314352802
Albania,ALB,2007,0.0035717963042499997,4.63474060351,0.04693762945053543,2.1376874855713375,2.21583551553,1.1057144897150983,1.1067942292251616
Albania,ALB,2008,0.00367542112819,4.55428057947,0.05294276821386329,2.298967718893643,2.17767403407,1.1927606480005621,1.1883030677246185
Albania,ALB,2009,0.0037357210182,4.21365707056,0.054557912604767965,2.4211703218044947,2.0267220832399997,1.2599738381709684,1.2474201902225088
Albania,ALB,2010,0.0037056117437100004,4.17584598199,0.05389140223899844,2.5068493708200665,2.03431559426,1.303447073920562,1.2858598185855672
Albania,ALB,2011,0.00380753139992,4.12831780309,0.0550796767851241,2.4976996260805233,2.03026421133,1.2959782247361424,1.2752921423812535
Albania,ALB,2012,0.0038750912379799996,4.10456589577,0.05619300384995273,2.557317496055761,2.0212432559,1.3235964208014133,1.2964724885031431
Albania,ALB,2013,0.0038854283592700003,4.09910686732,0.05546899893659377,2.6161778169920695,2.01248307843,1.349707866170702,1.3178248429021013
Albania,ALB,2014,0.00383645289997,4.1069822705,0.0553560506017737,2.655485334733171,2.00558032278,1.363702982413675,1.3257458004499467
Albania,ALB,2015,0.0037507619618400005,4.12375293602,0.05532886073972276,2.727979653398294,2.00122044734,1.390172008547961,1.348012199569764
Albania,ALB,2016,0.0036426756185600003,4.17290630451,0.05507907297576923,2.7993337038574504,1.99586230541,1.415020466390571,1.3726760718120925
Albania,ALB,2017,,,0.054399442671608,2.855965847801669,,1.4318276378133026,1.3865500782867985
Algeria,DZA,1990,0.0081277290173,3.22347465358,0.027164349031736743,0.9591051315765206,1.5752911963199998,0.5035671503063817,0.4505301559348148
Algeria,DZA,1991,0.00802029207532,3.29633011903,0.029012396714416126,0.985231967187463,1.5870883432599998,0.5150060533841728,0.4673229211340792
Algeria,DZA,1992,0.00797191916119,3.3889983193699997,0.03058035240766629,1.0121758454244734,1.6167449364300002,0.5282126466318762,0.4850562621235031
Algeria,DZA,1993,0.00794215362817,3.4965803256799997,0.03230349324893362,1.035895497871818,1.64767823169,0.541891862392761,0.5021574315739487
Algeria,DZA,1994,0.00788222580198,3.5949999848600003,0.036176682184232166,1.0880272008689706,1.67816636685,0.5695833720267074,0.5346376649817308
Algeria,DZA,1995,0.007805292300949999,3.6836586574,0.037906023848383215,1.0978023530245054,1.70470753128,0.5777274429876699,0.5473997511508054
Algeria,DZA,1996,0.0077276190161,3.78232452842,0.03971590217572958,1.105940115491959,1.7427337496200002,0.5852413278807671,0.5601474855167391
Algeria,DZA,1997,0.007652662399259999,3.8833488919300003,0.042563516776518553,1.1145962272059449,1.77530176268,0.5927997399883917,0.5737016103805852
Algeria,DZA,1998,0.00757192336373,3.97548139519,0.04442219009610025,1.1127623656757692,1.79717241477,0.5946420174216178,0.5818035206351343
Algeria,DZA,1999,0.00754386756754,4.084244705920001,0.04607271215445361,0.9874680947211701,1.85422262466,0.5359074406469729,0.5254900725935937
Algeria,DZA,2000,0.007483285685400001,4.17473861653,0.048350882030111425,0.8503479896411281,1.9006964159500002,0.4693731851346184,0.4609460646474543
Algeria,DZA,2001,0.00741558334467,4.28403162731,0.05096069462106858,0.801184302259394,1.9523384925999998,0.4458286569070402,0.44040017988516805
Algeria,DZA,2002,0.007332423918900001,4.38061906933,0.05383641576505006,0.7953374753575543,1.9901306041000002,0.443150823487945,0.44263274526382135
Algeria,DZA,2003,0.0072344254890399995,4.4774599000299995,0.05397334469629125,0.7882827649541325,2.01830535802,0.43960496013918443,0.4433466277535629
Algeria,DZA,2004,0.00720199457905,4.56177703566,0.05792501335492867,0.8164974293658263,2.03695542704,0.45311960891069814,0.4640019845565759
Algeria,DZA,2005,0.00721060169058,4.63037150302,0.06181281314650099,0.853843365852557,2.04563545399,0.47090248522621303,0.48958358496871934
Algeria,DZA,2006,0.00723338246446,4.69672536322,0.0661256361480804,0.895552223348793,2.05339239043,0.4904694893512625,0.5173728086930554
Algeria,DZA,2007,0.00727301228449,4.76076192819,0.07100691115177334,0.9412082628100499,2.05962840297,0.5115290915334993,0.5469943545917476
Algeria,DZA,2008,0.007307762917510001,4.8465692574,0.07604249086079863,0.9898804358783491,2.0647010306699998,0.5339317974550603,0.5777958748859222
Algeria,DZA,2009,0.007347450247500001,4.9379848830499995,0.0811022679135798,1.0402328337730664,2.0748177282499998,0.5569131911614661,0.6087564107206561
Algeria,DZA,2010,0.007374269464700001,5.01988422227,0.08876676165731032,1.1054642836256199,2.0794404384400003,0.5873739357882284,0.6476410273476386
Algeria,DZA,2011,0.00737887663932,5.1332623254900005,0.09465809992780215,1.1729281146747996,2.0867167378099998,0.6182363261231945,0.6862820234252172
Algeria,DZA,2012,0.00732997144153,5.25636323985,0.09933006501650218,1.2337355711042133,2.09365087448,0.6456321354151477,0.7192900926085225
Algeria,DZA,2013,0.0073141104101499994,5.39056085493,0.10813126803837417,1.3010680911613146,2.09088637689,0.6770643689574163,0.7545213164886404
Algeria,DZA,2014,0.00737836980437,5.52156755927,0.11436252462378955,1.3754729855085555,2.0832764631700003,0.7112475299707327,0.7912367377381363
Algeria,DZA,2015,0.00713659806541,5.61501926353,0.1172277788369903,1.4476510569852576,2.1199424618,0.7437908303180668,0.8247602136405181
Algeria,DZA,2016,0.007013522818169999,5.74172049818,0.1189196082660327,1.5170098714220728,2.15297620587,0.774650220698588,0.8557767904535205
Algeria,DZA,2017,,,0.12160952056556372,1.6031744823769993,,0.8140199751695063,0.8957213747697055
American Samoa,ASM,1990,0.00239018041953,7.39895477231,0.10594135266127273,6.4033567044418715,2.46416249459,3.469744205785846,3.2366835778226313
American Samoa,ASM,1991,0.00232274747587,7.36880836569,0.10610521777978123,6.5823347478341665,2.48312878041,3.5524843774564863,3.3272305929504515
American Samoa,ASM,1992,0.0022688470314200003,7.351053765980001,0.1064368267388933,6.80145605602725,2.4817365746299997,3.6565516723824425,3.4378167283085057
American Samoa,ASM,1993,0.0022424607035599997,7.3037709274700005,0.10779525149788052,6.990082435525702,2.45544320712,3.74287133572909,3.5336806614419696
American Samoa,ASM,1994,0.00224230517666,7.282150992329999,0.1094662484929762,7.196969909923382,2.45421957008,3.836848847948989,3.6402356460531666
American Samoa,ASM,1995,0.00226936793468,7.29795745696,0.11131125455332626,7.416349982943558,2.4600259158399997,3.934769529226131,3.756472321584635
American Samoa,ASM,1996,0.00231689801978,7.330155400470001,0.11279473794847511,7.662214820545011,2.48338502326,4.045777068233383,3.884091961689055
American Samoa,ASM,1997,0.00235727272702,7.48529163388,0.11433555675061147,7.916348436284958,2.55984671132,4.15866800408765,4.017206615639116
American Samoa,ASM,1998,0.00233208664545,6.68610397925,0.11713273541787579,8.140971178778697,2.2615722044499997,4.2553524021230915,4.135296562715912
American Samoa,ASM,1999,0.00239714175883,6.1776169492,0.12159146396233024,8.364407770761527,2.17108314693,4.350180835107594,4.2521452990722715
American Samoa,ASM,2000,0.00241857112989,6.269960770649999,0.12728911903996518,8.53402289362064,2.07282686101,4.409276277737062,4.346531545953094
American Samoa,ASM,2001,0.00245941093541,6.13858589576,0.13445237228342696,8.720822373276413,1.9975598536299999,4.482947557384894,4.432316134038322
American Samoa,ASM,2002,0.00254694899243,6.390118065519999,0.14311150076646084,8.923804071417722,1.99945215905,4.5635024746317985,4.519802074950303
American Samoa,ASM,2003,0.00258453239352,6.67708956098,0.15063445805400194,9.11031248842455,2.06572220701,4.634658756547055,4.594186364787577
American Samoa,ASM,2004,0.00264722687177,6.46412319736,0.15746295697260707,9.372033788378912,2.00479804866,4.7454038478815255,4.704196858976742
American Samoa,ASM,2005,0.0026663221986,6.15829711447,0.16425123464312152,9.671920261878709,1.9588251890500001,4.880037088674308,4.835007364689295
American Samoa,ASM,2006,0.00269225186433,5.91210042122,0.17131517376988378,9.996599994029737,1.9533000715,5.038576014381302,4.981290616549653
American Samoa,ASM,2007,0.00271791339796,5.68220837203,0.17645158181767698,10.340425387795477,1.94846734822,5.216544692756375,5.140844840530957
American Samoa,ASM,2008,0.0027626614860499998,5.46786237376,0.1827884153839846,10.654640525981428,1.9401477892899999,5.387320796117519,5.289578637191475
American Samoa,ASM,2009,0.00278391664096,5.26109695864,0.19008510609421392,10.988500384651145,1.92654179552,5.572766738745906,5.450033506847966
American Samoa,ASM,2010,0.00277702726315,5.1843449251100004,0.19451430632266506,11.279295149903975,1.94185753058,5.739139092874422,5.590470675693777
American Samoa,ASM,2011,0.00273030602155,5.02607309324,0.19694345032602367,11.692142362695845,1.93357851182,5.971242628969806,5.7937639889634065
American Samoa,ASM,2012,0.00270947555662,5.00283533806,0.1995159652143004,11.969380716903258,1.95355055244,6.13683385073587,5.933845496994136
American Samoa,ASM,2013,0.00270097430764,5.00186883943,0.20395120279204393,12.240847559073805,1.96649429489,6.304440530559316,6.074229109587109
American Samoa,ASM,2014,0.0026816732627600003,4.98681784594,0.2093674753110078,12.432514341009364,1.98017727512,6.434631599551837,6.177019329223577
American Samoa,ASM,2015,0.00262003241089,4.95997732309,0.21483319431341177,12.69706088886998,1.99157311936,6.606145062437865,6.315268130603261
American Samoa,ASM,2016,0.00255493504308,4.91095308274,0.21937200224865008,12.898540635098076,1.98930925991,6.741049510644319,6.422886230335406
American Samoa,ASM,2017,,,0.22410900427490896,13.081389333129657,,6.8607205879560045,6.520019587449198
Andean Latin America,,1990,0.00595401542787,18.187228509100002,0.5118816994907798,3.7228256219752516,13.440617986900001,2.0114227514040275,1.9375702644854853
Andean Latin America,,1991,0.00581687478625,18.2712557935,0.5466593873169205,3.576231384399089,13.391796937,1.9454781360461142,1.8808773749837204
Andean Latin America,,1992,0.00567160910334,18.3936664462,0.5646608518621357,3.7961026407177116,13.270758778700001,2.0663309907671046,1.9996739841994975
Andean Latin America,,1993,0.00551407450878,18.5953604386,0.5504527331961309,3.9493958309266466,13.092647956399999,2.145054099321128,2.0780253896169403
Andean Latin America,,1994,0.00532536311577,18.6103096659,0.5344503348954778,4.033828658728051,12.9303027221,2.1876896557987586,2.1227675842920872
Andean Latin America,,1995,0.00511948908521,18.4362839518,0.5043915174944942,4.1583050846843435,12.6375496604,2.251495415048184,2.1856874026355793
Andean Latin America,,1996,0.0049498185159099995,18.3048266999,0.5352810832807859,4.371559241944337,12.559770849200001,2.3642130762605844,2.307802029083908
Andean Latin America,,1997,0.00488583796221,18.7121599182,0.5504071131198904,4.5330792611224915,12.744110262800001,2.4479602004476497,2.4003615844528534
Andean Latin America,,1998,0.00475643544264,18.8663718976,0.5508671213517697,4.598912133782872,12.623799197699999,2.482363957234299,2.4408165583245616
Andean Latin America,,1999,0.004692739359400001,18.724624911299998,0.5697955007190068,4.589924494984533,12.4601825702,2.478897244469627,2.447776771647367
Andean Latin America,,2000,0.00466280198313,18.1792479072,0.5814739305906705,4.544262336867396,11.9667243045,2.4520743263818203,2.436057052073613
Andean Latin America,,2001,0.00459939732203,17.8090151643,0.5505846470311528,4.38403509673696,11.6075254095,2.360009051217033,2.352999332031095
Andean Latin America,,2002,0.004587311670950001,17.270113148300002,0.5198149109406491,4.357829054115061,11.0628736468,2.3385437068002646,2.3392113733956146
Andean Latin America,,2003,0.00460148688898,16.6200616509,0.5023357334163373,4.391922393112982,10.4431801001,2.350816971178355,2.3607839158890997
Andean Latin America,,2004,0.004639800191900001,15.7840333766,0.48712234118131975,4.332886416041273,9.748605840649999,2.314719532226056,2.3359366626563807
Andean Latin America,,2005,0.004730285381040001,15.046708560499999,0.4902997920933007,4.283669119907045,9.02734181199,2.286948937118587,2.3195674563899065
Andean Latin America,,2006,0.00478984490189,14.419960957999999,0.47553250966257377,4.244157105025052,8.3791816364,2.2610990825252517,2.303055158997293
Andean Latin America,,2007,0.00483624415759,14.0175794653,0.4611346758364196,4.1385148448311275,7.944372989880001,2.201372803061704,2.250874538983069
Andean Latin America,,2008,0.00490665969712,14.056077425700002,0.4712389594919945,4.260656494016345,7.65312268349,2.2618374641421255,2.3210773109983243
Andean Latin America,,2009,0.00498431789804,14.165186178199999,0.4922412403919013,4.378669494041016,7.49498818453,2.3217126678468905,2.3893435655021973
Andean Latin America,,2010,0.0050258365467299995,14.069145609500001,0.49378582964649065,4.401991199944705,7.3000295597400005,2.329480454045205,2.401094844634183
Andean Latin America,,2011,0.00506431875148,14.0603133811,0.4958481577520199,4.3766259118301445,7.19754595324,2.3117342121595845,2.3850204489203986
Andean Latin America,,2012,0.00508609258761,13.7039701867,0.49749536979649783,4.364651067378313,6.92527398655,2.301467443632453,2.374811001026949
Andean Latin America,,2013,0.00508439828944,13.3376345466,0.4705388372630727,4.41168847081747,6.73441661195,2.316359052825606,2.3889573214605804
Andean Latin America,,2014,0.00504054760337,13.116351919300001,0.4554946508101905,4.387099936500998,6.61018379864,2.298129155170733,2.367025450004342
Andean Latin America,,2015,0.00490194200525,13.3879011422,0.4429816810291835,4.32785478237304,6.71539717415,2.263390832069896,2.326887250007105
Andean Latin America,,2016,0.004789921248349999,13.598074465400002,0.4534511722072227,4.495962855497341,6.76893249735,2.3465227476282937,2.408436119051093
Andean Latin America,,2017,,,0.44432442686440604,4.634414441076595,,2.410881873155529,2.4698346052695777
Andorra,AND,1990,0.00187043130379,2.36775439435,0.5589852311629269,20.134925023043582,3.8951625290000003,9.927665581482634,12.072388118759523
Andorra,AND,1991,0.00197499316257,2.40987193499,0.5750325875439641,20.75035242073923,3.96640793951,10.216420859493665,12.746313030235244
Andorra,AND,1992,0.0020120174845,2.45345439907,0.6043003170940979,21.69896814150066,4.04722527977,10.634036622822814,13.38339409821184
Andorra,AND,1993,0.0018805212285399999,2.4838443310000002,0.6165544848466344,22.42825497858261,4.1184437138000005,10.973618778783408,13.817249486464016
Andorra,AND,1994,0.00167529479957,2.523460025,0.6074498750110005,23.56506183053442,4.21853625821,11.501285015711678,14.346973199295896
Andorra,AND,1995,0.0015755361053899999,2.53007433054,0.6086425221269948,24.73287042452113,4.22760811576,12.05112703577072,14.880323208852078
Andorra,AND,1996,0.00147328294063,2.54550813699,0.6149404361576568,25.9954347561433,4.2539502335599995,12.665023324008013,15.55098764197406
Andorra,AND,1997,0.00142578349065,2.56379664226,0.6013305746314257,27.447173881242662,4.26775306519,13.349159396578456,16.30326775336711
Andorra,AND,1998,0.0014300311691699999,2.5910901911299997,0.6338220739842312,29.150756951770592,4.2883209526099995,14.187290611985015,17.146418942047813
Andorra,AND,1999,0.00140994247915,2.59627551598,0.6876987545660658,30.560500332637194,4.27745943744,14.829779494024748,17.684659676285325
Andorra,AND,2000,0.00137155326221,2.6056244879,0.7066764977527517,31.448423082495736,4.264784838570001,15.25436261297,17.826898988212665
Andorra,AND,2001,0.00136314852733,2.6099256891100002,0.7420376813860398,32.10605553842945,4.2292070591,15.574151539437338,17.9876372254144
Andorra,AND,2002,0.00134635319649,2.60610462053,0.7699565784710609,32.549261250196714,4.18036219824,15.743055648315522,18.05793529449771
Andorra,AND,2003,0.0014544624586100001,2.62028618361,0.7736329521824229,33.346228541286955,4.15366737885,16.074010443381358,18.825912338880727
Andorra,AND,2004,0.0015792908907199998,2.6603893691600002,0.7578103732759472,33.95819849218344,4.17471900476,16.320373835746405,19.44505267930635
Andorra,AND,2005,0.00165451956021,2.65731712949,0.7546885995492401,34.3719608162939,4.118382137,16.496952372385486,19.674404667557294
Andorra,AND,2006,0.0016758023277499998,2.6561185142799997,0.7379026398242448,34.87904646009048,4.07980616072,16.722066702517676,19.930321637030854
Andorra,AND,2007,0.0017099794448200002,2.66177526802,0.7358513284793551,35.41053888106074,4.04748307344,16.96876678657429,20.139373791822496
Andorra,AND,2008,0.00173652784245,2.6748340534699997,0.7578789256540602,36.00146147776589,4.03108971868,17.25515098683488,20.262864258600192
Andorra,AND,2009,0.00174264562233,2.70383829261,0.8047770956324116,36.63433507649288,4.0510459677099995,17.550897268115822,20.226198106564166
Andorra,AND,2010,0.0017453497689300002,2.7270715876500002,0.8233558608184983,36.79700280056412,4.06160458078,17.631290329516233,20.008572497108847
Andorra,AND,2011,0.0017673687050399998,2.75927157112,0.8511117399716446,37.67037114322637,4.0871461382300005,18.015438255262143,20.325379848677457
Andorra,AND,2012,0.00179210878924,2.79449666226,0.8733803420453629,37.82326231784904,4.11270652264,18.05847719158746,20.230617280939857
Andorra,AND,2013,0.00177895125778,2.8247993073499997,0.8552973459522561,37.691795623366474,4.13982698589,17.996305812971144,19.81408245503926
Andorra,AND,2014,0.00180366273444,2.86226688447,0.8305590795884531,37.62129275237442,4.17784687307,17.932139597873945,19.58208615873091
Andorra,AND,2015,0.0018432365331600001,2.90139375781,0.7978216299251368,37.52044614506582,4.20840543279,17.791444618843332,19.301925699469596
Andorra,AND,2016,0.0018780425729700001,2.92837080817,0.7971545484532732,37.97125952851625,4.23304285098,18.00475219323631,19.256227605322795
Andorra,AND,2017,,,0.7991512526053607,38.373660250376865,,18.15203851209631,19.317020648944347
Angola,AGO,1990,0.00253925008413,5.40378383932,0.027629695538800247,0.7388247170073176,6.2564232226600005,0.388439408461368,0.3433059573706913
Angola,AGO,1991,0.00256806254172,5.393414984630001,0.028220320317712794,0.7406006686594487,6.18021581721,0.39055172395415383,0.3445091311168949
Angola,AGO,1992,0.00257168954293,5.38988971805,0.0278728424769536,0.7448705508944427,6.117217245770001,0.3936596363429932,0.34658987149545567
Angola,AGO,1993,0.00255168754503,5.42787392339,0.028481131085393713,0.7530952122946021,6.1532870811,0.39833017735819726,0.3506692278432744
Angola,AGO,1994,0.00251763582626,5.47931334779,0.029070306928884643,0.765985499341824,6.21213248375,0.4052719688212984,0.35685584527623426
Angola,AGO,1995,0.0024873542037200003,5.51132702044,0.027869961005103135,0.7463499052608454,6.2029551766,0.39509756405737473,0.34802051422756586
Angola,AGO,1996,0.00246742670539,5.49706624575,0.0236654013482217,0.7017130532934148,6.05388403278,0.37222393725232894,0.32659836728797975
Angola,AGO,1997,0.00252138635109,5.4573575386,0.02300305023976822,0.6958892776230333,5.90321641132,0.3689617657804767,0.32381416698075044
Angola,AGO,1998,0.00259763562924,5.49356565398,0.02801291619078117,0.8328758760767789,6.05820618084,0.43709141775666516,0.3877862352372739
Angola,AGO,1999,0.00276091076889,5.28154916128,0.02618325990562944,0.8233391182348707,5.65956399941,0.43214446558557557,0.3833807523177958
Angola,AGO,2000,0.00287030910633,5.100317619519999,0.024813262696516524,0.7806016203446909,5.37301792636,0.4103979961978138,0.3631695447248565
Angola,AGO,2001,0.0029329624561,4.99896588046,0.02359164549388686,0.751978048373813,5.2195177375799995,0.3959803114606142,0.3496953377833291
Angola,AGO,2002,0.00321482831735,4.94893427523,0.02404619574252008,0.8165580637313424,5.09222589145,0.43057739056242816,0.3793154876520129
Angola,AGO,2003,0.0034457816224400003,4.973970689540001,0.025672252978848602,0.9095730884344491,5.10164221759,0.47959447893276697,0.4222050467044119
Angola,AGO,2004,0.0035616679738500003,4.96595587132,0.02744913859894192,0.9533750767573146,5.072525102209999,0.5024759064253567,0.44252515726999503
Angola,AGO,2005,0.00365931625699,4.9562483877800005,0.027726025976626687,0.9624324546807658,5.02365997049,0.5077750102834196,0.446270385822442
Angola,AGO,2006,0.0037641959824300003,4.97150184396,0.028679343888651246,0.9898444143506537,4.99780449227,0.5223130436186334,0.4581748805285702
Angola,AGO,2007,0.00387532235248,4.96837641601,0.02986155005043538,1.0167213602876297,4.93929046956,0.5362924186362323,0.46945541337977315
Angola,AGO,2008,0.00399920721819,4.99652143115,0.03136087268857973,1.0690206927868542,4.9270122146599995,0.5640124392531072,0.49193434407816045
Angola,AGO,2009,0.00408502329932,5.00329998757,0.03179677148097828,1.0947946008308487,4.8962864360700005,0.5775981989740223,0.5019098043514861
Angola,AGO,2010,0.00408381037886,4.993811940730001,0.033122717084033956,1.137361086297926,4.85113485162,0.5994766043557757,0.5196421926264684
Angola,AGO,2011,0.0039817736822099995,5.00772031185,0.033998510824376806,1.1802356830318936,4.85231027998,0.6218106222814215,0.5374206088156294
Angola,AGO,2012,0.00384647158925,5.01277307364,0.03480178764540084,1.21831754503535,4.85527403835,0.6419478942369001,0.5532007419908286
Angola,AGO,2013,0.00372375885858,5.018706072590001,0.03536712487143059,1.2608486297129198,4.8632199300100005,0.6645749922844798,0.5711630243929393
Angola,AGO,2014,0.00363989155415,5.0244185220699995,0.03549805782179783,1.287615993429855,4.87095003419,0.6780666759048153,0.5823810810434242
