Entity,Year,Mental disorders prevalence (Percent),Share of deaths from suicide (Percent),Mental and substance use disorder deaths (Rate),gdp_current,gdp_per_capita,health expenditure (per capita),health expenditure (% GDP),unemployment rate,Income group,Income,Mental disorders burden (Percent),Suicide rate
Afghanistan,2010,0.1739516846483154,0.0058002084400132,0.0008816831701410511,0.0011060054421936185,0.0034910622336524677,0.004120596259756342,0.3815225805798293,0.11352000240000001,Low income,0.004504936259944407,0.0308201870201127,0.067
Afghanistan,2011,0.17320305189171412,0.0059155946981417,0.0009060800761321409,0.0012424519952472888,0.0038785733914736354,0.004714833683351385,0.38111710351980593,0.11053999900000001,Low income,0.004696635675261191,0.032111145699035004,0.064
Afghanistan,2012,0.1725502932579598,0.0059703164460894,0.000933039507076304,0.00138966683823946,0.004264241961752718,0.0047743074956016875,0.3464050072064396,0.113409996,Low income,0.005655132751845107,0.0331180880550234,0.062000000000000006
Afghanistan,2013,0.1719881130454552,0.0060521409859901,0.000961209420676525,0.0014064098817136682,0.004146650504706835,0.005138614026794972,0.3938604917605995,0.11192999840000001,Low income,0.005942681874820282,0.0343100776589172,0.062000000000000006
Afghanistan,2014,0.1715369385245716,0.0059510862317233,0.0009876372029051909,0.0014309705105560921,0.004064977157561396,0.005541428926400465,0.43161172240456297,0.111420002,Low income,0.005655132751845107,0.0344434214452829,0.06
Afghanistan,2015,0.1712541553176453,0.0059080726869879,0.001018257140969255,0.0013355271931242635,0.0035938462928209475,0.005531049629983675,0.461715217322019,0.1112699986,Low income,0.005367583628869932,0.034600773809059605,0.06
Afghanistan,2016,0.1711012867708574,0.0059364656184112,0.00105358996596123,0.0012642624226498421,0.0032378084918462087,0.005661000970601115,0.551178842167509,0.1115799999,Low income,0.004888335090577974,0.0350551663753014,0.06
Afghanistan,2017,0.171032633017154,0.0062682565470004,0.001083985647464345,0.0013088642741637588,0.003275578224889133,0.0062202113146286216,0.593072441019719,0.1118000031,Low income,0.004696635675261191,0.0372926923368299,0.06
Afghanistan,2018,0.1710424437055579,0.0061967676776126,0.000868610278802064,0.0012598272259141117,0.0030246091150180022,0.00665528496620349,0.671711547123863,0.11152000429999999,Low income,0.004600785967602799,0.0381751685534591,0.059000000000000004
Afghanistan,2019,0.1711761173310941,0.0063895317189102,0.000868610278802064,0.0013120842768378858,0.003093486296676393,0.006230347415214841,0.6255209991210176,0.1121700001,Low income,0.004696635675261191,0.0399127542532041,0.06
Albania,2000,0.11719426489727759,0.0090455416020111,0.007460687955580044,0.00023930623366815107,0.00821220846726272,0.007731505666486027,0.311741241850309,0.1902799988,Upper middle income,0.010160069011789513,0.0519909546933479,0.052000000000000005
Albania,2001,0.1171102791202426,0.0091194707553462,0.007676561087356404,0.0002702411483406962,0.00946640067351638,0.008640028334167655,0.3068406092628678,0.18575000760000002,Upper middle income,0.011885363749640563,0.0539750366156618,0.047
Albania,2002,0.1170261700758612,0.0091783567405339,0.008266496807943351,0.0003000711422699654,0.010627427924937682,0.009318131012626152,0.2948205263587408,0.1789500046,Upper middle income,0.012748011118566088,0.05427811365518441,0.048
Albania,2003,0.1169014503184048,0.0092536003923146,0.009062063384720832,0.00038854750400716244,0.01403445948682978,0.012330077895728814,0.3028701281486613,0.1698900032,Upper middle income,0.015431802933001055,0.0538240972797683,0.049
Albania,2004,0.1167775187771095,0.009445832521308501,0.009703004340380269,0.000498716095998586,0.018303092147462105,0.015429528680970389,0.2877202485280349,0.1630999947,Upper middle income,0.01974503977762868,0.0542735341407992,0.049
Albania,2005,0.1165937289884377,0.0095187058439077,0.010161162694125545,0.0005594582293402691,0.02073259062958993,0.016311030764965238,0.26485684672349213,0.1597000027,Upper middle income,0.024729224575865044,0.0554482697839224,0.077
Albania,2006,0.1163877334390668,0.009434277153613701,0.010667486458728469,0.0006185625024482626,0.023151981605057777,0.017250070765843055,0.2478193976071537,0.1563000011,Upper middle income,0.028850762005175886,0.0571360709460395,0.078
Albania,2007,0.1162024692650258,0.009454984902360901,0.011057144897150983,0.0007433014079156432,0.02818808563569236,0.022092137537577678,0.26387993193030657,0.1597000027,Upper middle income,0.032780600019169936,0.0585413746815657,0.081
Albania,2008,0.11602412077886813,0.0094876651392362,0.011927606480005619,0.0008976469637949533,0.034464059648812995,0.021905703803395935,0.20237697969410023,0.1306000042,Upper middle income,0.038244033355698266,0.058273826976021605,0.081
Albania,2009,0.1158498668060356,0.0092733799641712,0.012599738381709684,0.0008390226652166837,0.03238902753553184,0.018457466908471415,0.17434347357039282,0.1367000008,Upper middle income,0.04064027604715805,0.0589841787098761,0.08
Albania,2010,0.11568688452561579,0.009058717149640001,0.01303447073920562,0.0008308093181153278,0.032228899434591826,0.01902104123036352,0.18184071193997678,0.1409000015,Upper middle income,0.04140707370842519,0.05884421678865231,0.076
Albania,2011,0.11566575933821299,0.0087437977778814,0.012959782247361424,0.0008983060065464037,0.035003061229678306,0.020954110440075557,0.18442795524081396,0.1347999954,Upper middle income,0.04188632224671714,0.0581940522711297,0.076
Albania,2012,0.1157076045424944,0.0084392268967599,0.013235964208014133,0.0008583241707559073,0.03346937577748565,0.021222115498853958,0.19800112178181528,0.13380000109999998,Upper middle income,0.04140707370842519,0.0577805628903465,0.048
Albania,2013,0.1157598584093258,0.0081415665891865,0.01349707866170702,0.0008902846247328477,0.03480818192636737,0.023577421199125554,0.21525169228363972,0.1586999989,Upper middle income,0.043132368446276236,0.05728457790841611,0.048
Albania,2014,0.1157874325627064,0.0078762464579892,0.01363702982413675,0.0009219325358543163,0.03614811495583768,0.025036960968692155,0.22140642947695915,0.18049999239999998,Upper middle income,0.043132368446276236,0.0563705240717547,0.045
Albania,2015,0.11576763441583471,0.0076625965600959,0.01390172008547961,0.0007929886691240131,0.03108339856558151,0.019110427285488302,0.1897005988087741,0.1719000053,Upper middle income,0.04169462283140036,0.055483072966109,0.042
Albania,2016,0.1156444277958855,0.0074165425982017,0.01415020466390571,0.000826206814706773,0.032469311989099914,0.020035613278019136,0.1907295798388418,0.1542000008,Upper middle income,0.04102367487779162,0.0549403114493858,0.042
Albania,2017,0.11548472614716433,0.007156644418064301,0.014318276378133026,0.0009073344574253831,0.035762786180783025,0.02249522617628972,0.1957750079072862,0.1361999989,Upper middle income,0.040736125754816443,0.05437396969298669,0.040999999999999995
Albania,2018,0.1154789863353455,0.0069231734344019,0.012263672430857651,0.0010569680273431453,0.04188615001192641,0.027424458146669214,0.2072339126950848,0.1230000019,Upper middle income,0.046199559091344766,0.05396927743430761,0.039
Albania,2019,0.1155843098896931,0.0066945713726428,0.012263672430857651,0.0010740417913314248,0.04276013768465911,0.019110427285488302,0.21525169228363972,0.1147000027,Upper middle income,0.049650148567046866,0.0535038482408787,0.037000000000000005
Algeria,2000,0.1496918823607559,0.01012233332995,0.004693731851346184,0.0038324871538628247,0.013378191043454939,0.005802239819826852,0.11621282245240844,0.2977000046,Lower middle income,0.014856704687050705,0.061080743679579205,0.047
Algeria,2001,0.149562976090436,0.0101790999274155,0.0044582865690704025,0.0038292882426060673,0.013180561122104936,0.006331305547817329,0.13442938859497827,0.2729999924,Lower middle income,0.015623502348317836,0.0627974907522684,0.046
Algeria,2002,0.1493109525358257,0.0101928373216745,0.00443150823487945,0.003970441328897942,0.013514164180384428,0.0062969705504027215,0.12879824225478811,0.25899999619999997,Lower middle income,0.016198600594268187,0.0644181142560422,0.044000000000000004
Algeria,2003,0.1490449197451607,0.0097989387548583,0.004396049601391844,0.004748004309956174,0.01611642019398956,0.0072375431862127335,0.12206187089738596,0.23719999309999998,Lower middle income,0.01801974503977763,0.0652238225532888,0.040999999999999995
Algeria,2004,0.1487228484302989,0.0098503652192078,0.004531196089106981,0.005971320297378727,0.020217879761200024,0.0089365711488732,0.11908701648403555,0.17649999619999998,Lower middle income,0.021182785392504556,0.0675514586722403,0.04
Algeria,2005,0.14844241061084787,0.0097306836058977,0.00470902485226213,0.007222414335616087,0.02428782058072169,0.009768421184422976,0.10295571550467797,0.1527000046,Lower middle income,0.02559187194479057,0.0687667528450189,0.038
Algeria,2006,0.148164240899919,0.0095523077105849,0.004904694893512625,0.008190842763620906,0.027246667077849673,0.011390147847470907,0.10921898103140973,0.12270000460000001,Lower middle income,0.029330010543467844,0.0696664494970472,0.037000000000000005
Algeria,2007,0.14784359542156522,0.0093189455915687,0.005115290915334993,0.009447859921961095,0.031064869757960543,0.014861684320918044,0.13356979176571068,0.1378999996,Lower middle income,0.03412249592638742,0.0703354602324639,0.035
Algeria,2008,0.1475099354269563,0.0091266553510222,0.005339317974550602,0.011970577811211625,0.038940114725591966,0.020529401003319785,0.15343773480502196,0.1132999992,Lower middle income,0.040065177801207705,0.0711177056747851,0.033
Algeria,2009,0.1472392709675483,0.0089043056735695,0.005569131911614661,0.009604304285845886,0.030520693598405715,0.02065454642863695,0.21388272195391322,0.10159999850000001,Lower middle income,0.040736125754816443,0.0716291949818391,0.032
Algeria,2010,0.1470733652917198,0.0087176395821921,0.005873739357882284,0.011284715635791915,0.035356260591271955,0.022800181453484936,0.20123385566170404,0.09960000038000001,Lower middle income,0.04255727020032589,0.0724912734667282,0.03
Algeria,2011,0.1470243448109181,0.0085977143741507,0.006182363261231945,0.014002253677382412,0.04324586591589898,0.0286885570627082,0.20908296071603782,0.09960000038000001,Lower middle income,0.04370746669222659,0.0729194615978014,0.028999999999999998
Algeria,2012,0.1471024322058784,0.0084485989843397,0.006456321354151477,0.014635734302137028,0.04435086126872125,0.0335714110424022,0.24736155561320394,0.10970000270000001,Lower middle income,0.04917090002875491,0.0735571979582681,0.028999999999999998
Algeria,2013,0.1472579325123602,0.0083139612443266,0.006770643689574163,0.014684474354627544,0.04360120357073745,0.03320447923682179,0.24920246152871234,0.09819999695000001,Lower middle income,0.05242979008914023,0.0739192178065368,0.028999999999999998
Algeria,2014,0.1473772490946285,0.0081697865444031,0.007112475299707328,0.014968441183433642,0.04354835250291107,0.03601205238540477,0.2759103240600422,0.1021000004,Lower middle income,0.05223809067382344,0.0741085415876689,0.027999999999999997
Algeria,2015,0.1473865727004338,0.007973536346388,0.007437908303180668,0.01161889312212057,0.032904980493473374,0.029110945119270395,0.298431421662833,0.11210000040000001,Lower middle income,0.04610370938368638,0.0745699283008984,0.027000000000000003
Algeria,2016,0.14722310221546286,0.0077244343928841,0.00774650220698588,0.011202571840430742,0.03103200861058407,0.02599000036127538,0.2790582227573803,0.1019999981,Lower middle income,0.04150292341608358,0.0754549555668877,0.026000000000000002
Algeria,2017,0.1471085255805818,0.007557722493126701,0.008140199751695063,0.011907271766022794,0.03235312239837429,0.025716616381757842,0.2619243106838674,0.10333000180000002,Lower middle income,0.037381385986772736,0.0763256516250665,0.025
Algeria,2018,0.14734039277448122,0.007549386271304901,0.005454224943082632,0.012244390462415534,0.032614684141267725,0.02550838246163075,0.25584810888089204,0.1042000008,Lower middle income,0.037764784817406305,0.0769405341884133,0.026000000000000002
Algeria,2019,0.1478293096447923,0.007524934065001,0.005454224943082632,0.012024219880475613,0.03138174525333251,0.024717451088205424,0.2600437135709091,0.1051299953,Lower middle income,0.03805233394038148,0.0780709701047482,0.026000000000000002
Angola,2000,0.136546319288648,0.0059591245264722,0.004103979961978138,0.0006349185757463274,0.0036005747260979487,0.0008780968700533853,0.03368296645697415,0.0403000021,Lower middle income,0.0030671906450685325,0.015431547444738701,0.17600000000000002
Angola,2001,0.136437432798313,0.0059799317030194005,0.003959803114606142,0.0006213630109052999,0.0033617961124303907,0.002491579926733577,0.16814451354859167,0.04004000187,Lower middle income,0.0033547397680437074,0.0159315577665139,0.17500000000000002
Angola,2002,0.1362604096385305,0.0060256329789455,0.004305773905624281,0.001066013124910857,0.006155111011596802,0.002504882012458469,0.10788004124298081,0.03960999966,Lower middle income,0.005271733921211541,0.0167075803715443,0.172
Angola,2003,0.13603534368994447,0.0061743469222098005,0.004795944789327669,0.0012429836662358194,0.007049093767979634,0.003095357255492417,0.11929067669286395,0.03957999945,Lower middle income,0.00642193041311224,0.0173106921180587,0.17500000000000002
Angola,2004,0.1357687666961693,0.0064061665625298,0.005024759064253567,0.0016449033208301507,0.009255216776984166,0.004609147741502491,0.14118265461229904,0.03915999889,Lower middle income,0.009297421642863988,0.0178730817181624,0.172
Angola,2005,0.13553374029964402,0.0064406374944625,0.005077750102834197,0.0025846105728223397,0.01449010000230816,0.005060180262376818,0.08295740687146919,0.03881999969,Lower middle income,0.012748011118566088,0.0186656175291642,0.163
Angola,2006,0.13526768719644122,0.0066024488171234,0.005223130436186334,0.003663760727147497,0.02013193858477334,0.006636402341684464,0.07425444498421518,0.0385800004,Lower middle income,0.01696539825553532,0.019331575526097905,0.171
Angola,2007,0.1349573211676279,0.0068293509204066,0.005362924186362324,0.0045661131335778616,0.024359856142133825,0.008972428727835088,0.08933820185215907,0.03821000099,Lower middle income,0.02319562925333078,0.0204942504388205,0.15
Angola,2008,0.1345607185547015,0.0070886745724124,0.005640124392531072,0.006195834767588514,0.03212039654606395,0.01330489273354504,0.10753766184477018,0.03792999983,Lower middle income,0.0286590625898591,0.021623103716024602,0.153
Angola,2009,0.1342260648263249,0.007415343099612601,0.005775981989740223,0.004919108173559666,0.024366213142231908,0.011722791052834131,0.1346764742365076,0.037799999710000004,Lower middle income,0.030000958497076586,0.022737294599951,0.136
Angola,2010,0.13398892157094547,0.0077410310028941,0.005994766043557757,0.0058639602071429205,0.028130186479489217,0.009361297594995405,0.07475384607653679,0.09430000305,Lower middle income,0.030576056743026936,0.0239606066697265,0.142
Angola,2011,0.1338231770364966,0.008059379437728,0.006218106222814215,0.007824101880154189,0.036446212976420415,0.011936745672299737,0.07216937930049755,0.07360000134,Lower middle income,0.03230135148087798,0.0252130285599378,0.135
Angola,2012,0.1336720648042088,0.0083912625530858,0.006419478942369002,0.008962980434253715,0.04036821230423845,0.011944687217982676,0.059121833917010425,0.07347000122,Lower middle income,0.039585929262915744,0.0265382153306232,0.142
Angola,2013,0.1335196824782083,0.0086880787704119,0.006645749922844798,0.00956921985151004,0.04162084756284016,0.01411583803578228,0.07672397188434277,0.07366000175,Lower middle income,0.045432761430077635,0.0280194750174925,0.142
Angola,2014,0.1334571116474613,0.0089016915354129,0.006780666759048153,0.010199619208578474,0.04286333830645174,0.01290371408593461,0.06112597358963448,0.07372000217,Lower middle income,0.04763730470622064,0.0297693472225541,0.131
Angola,2015,0.1334620193459668,0.0091933384032589,0.007102216691330268,0.008132508764016595,0.032816690506047186,0.010565993457626816,0.0700903517879739,0.07392000198,Lower middle income,0.04294066903095945,0.0313611961649778,0.133
Angola,2016,0.1335190923207373,0.0093428325226198,0.007331122747685409,0.007077174581499231,0.027468111119160154,0.009201964089120529,0.0756963605786582,0.07412000179,Lower middle income,0.03575194095658008,0.0328326237156087,0.129
Angola,2017,0.1335861705745614,0.009756843723794399,0.007556223370576641,0.00854777961354068,0.03224072843151661,0.011148952264472203,0.0797879816212356,0.07407999992,Lower middle income,0.03268475031151155,0.0344726026528808,0.12400000000000001
Angola,2018,0.1335360068569449,0.0101068023281045,0.005708053191135647,0.007093211179229588,0.02571659552591824,0.008409953226015036,0.06665989613070339,0.07421000004,Lower middle income,0.03038435732771015,0.0361127299224366,0.12400000000000001
Angola,2019,0.1333846811117294,0.0104058979999748,0.005708053191135647,0.006257360619895572,0.021831911253095117,0.006789823379827554,0.06630779341262488,0.07421000004,Lower middle income,0.02808396434390875,0.0377516715847193,0.126
Antigua and Barbuda,2000,0.1393589685575471,0.0041694985799614,0.010592525378344396,5.345082744593597e-05,0.08708138361459933,0.05151185811186133,0.17915600880668966,0.06484999895,High income,0.09642480590434199,0.0645754792915107,0.02
Antigua and Barbuda,2001,0.1394223100149804,0.0042036349936576,0.009399205019613645,5.1637859336873965e-05,0.0829947402550778,0.05669806515170512,0.21787650979273532,0.06484999895,High income,0.0940285632128822,0.0657491091848274,0.019
Antigua and Barbuda,2002,0.1394824701639239,0.004396353764029899,0.008596951621983828,5.2611259810463306e-05,0.08326772035052946,0.05531228662839343,0.21015113476701652,0.06484999895,High income,0.09220741876737276,0.0669164442633286,0.013000000000000001
Antigua and Barbuda,2003,0.13951554877636893,0.004580891729264399,0.008024407136713953,5.5553507337376145e-05,0.08647975028658486,0.06064649248787424,0.22572982271557046,0.06484999895,High income,0.10054634333365284,0.0679136112272617,0.013999999999999999
Antigua and Barbuda,2004,0.1395420133954776,0.004654412177835,0.00762515623580049,5.998866536818272e-05,0.09173211752411348,0.05892626284254017,0.2012081588385366,0.06484999895,High income,0.10936451643822487,0.0684233246304255,0.02
Antigua and Barbuda,2005,0.1395113104046932,0.0047613613908434,0.007261170282708002,6.721797296687093e-05,0.10071979816176355,0.06308134663263877,0.19483093673403024,0.06484999895,High income,0.11866193808108885,0.0690623490261966,0.013000000000000001
Antigua and Barbuda,2006,0.1394868024706596,0.004755678794011,0.00697087889193408,7.665085381525108e-05,0.11235930701401045,0.06526153317211536,0.17597511714089975,0.06484999895,High income,0.1319850474456053,0.0691170185514011,0.004
Antigua and Barbuda,2007,0.139393565339315,0.0040923367714666,0.006725686938829029,8.751206302232679e-05,0.12552537411940407,0.06995520674246035,0.16638712322222327,0.06484999895,High income,0.14425381002587942,0.0676982303908529,0.003
Antigua and Barbuda,2008,0.1392913143802355,0.0042182581992473,0.006529346787313336,9.152549198558803e-05,0.12893578060145916,0.06785727201372801,0.1535909220019369,0.06484999895,High income,0.1457874053484137,0.0678225041524304,0.002
Antigua and Barbuda,2009,0.13925025812241562,0.0046305637954695,0.0064153277313018535,8.159955648609858e-05,0.11369265556313946,0.059504388676401676,0.1528814616910307,0.06484999895,High income,0.12997220358477907,0.0689779038807137,0.0
Antigua and Barbuda,2010,0.1392766651217327,0.004776091358259899,0.006328230311466462,7.60231881728796e-05,0.1046966983478978,0.07069320892444021,0.21491013430230083,0.06484999895,High income,0.12124988018786542,0.0687637044016855,0.001
Antigua and Barbuda,2011,0.1394474708578281,0.0048042993409476995,0.006305042640259759,7.524846202730396e-05,0.10225002843759157,0.06988130012298249,0.21822618533623028,0.06484999895,High income,0.1181826895427969,0.0686128245208314,0.002
Antigua and Barbuda,2012,0.1397471611285989,0.004815753699004599,0.006335928055121569,7.961203504581316e-05,0.10650765732312839,0.07327158926266088,0.22013962554692051,0.06484999895,High income,0.12211252755679095,0.0685817002379078,0.0
Antigua and Barbuda,2013,0.1400936590380485,0.0047920772585681995,0.006453313010702113,7.831650204139569e-05,0.10357689935548994,0.07164715923336164,0.22169988000164786,0.06484999895,High income,0.12057893223425668,0.0686033609359993,0.0
Antigua and Barbuda,2014,0.1404171621569507,0.004733917111587999,0.006693388841219292,8.309843235924718e-05,0.1083596598556189,0.07991889808165833,0.24068734770605477,0.06484999895,High income,0.12192082814147416,0.0677936920333251,0.004
Antigua and Barbuda,2015,0.1406148127986227,0.0046801744692907,0.006807720346213223,8.918808594679959e-05,0.11470237504579422,0.07600664149463808,0.20971871596467612,0.06484999895,High income,0.1227834755103997,0.0674136358088046,0.004
Antigua and Barbuda,2016,0.14062771773021662,0.004633321347908,0.00680660705369487,9.618344539722165e-05,0.12209443647108226,0.07846036356949937,0.20148084208568368,0.06484999895,High income,0.12978050416946227,0.067071186136235,0.005
Antigua and Barbuda,2017,0.1406152788539408,0.0045284823063066,0.006914785763089791,9.838183136077542e-05,0.1235902546648251,0.07557865492197674,0.1885845413239285,0.06484999895,High income,0.13687338253618325,0.0666574938041847,0.0
Antigua and Barbuda,2018,0.1410288131915803,0.0044984269719607,0.006807163699954047,0.00010804347294523169,0.1340786344199178,0.08152616139116209,0.1873307850238693,0.06484999895,High income,0.15182593693089236,0.066709861381118,0.003
Antigua and Barbuda,2019,0.1417751299809818,0.004492034742231999,0.006807163699954047,0.0001137570458367589,0.13971977881901462,0.07661710882147889,0.16602666638646235,0.06484999895,High income,0.1545097287453273,0.0668027500538655,0.003
Argentina,2000,0.1382144889694505,0.0156695918795367,0.05307497434921294,0.019898049308458673,0.061474226365383626,0.07139779939772693,0.3632633226922285,0.15,Upper middle income,0.071216332790185,0.0582977477154237,0.092
Argentina,2001,0.1383553357319238,0.0159906732303901,0.04386588658187609,0.01881211253551264,0.05743004862014485,0.0679809590444939,0.3711896435434957,0.1731999969,Upper middle income,0.06671139653024058,0.0586828934473014,0.10300000000000001
Argentina,2002,0.1385481565729271,0.015794200776474303,0.031823958472142734,0.006839076921693121,0.020082075787866666,0.022248724364231084,0.32009333340589097,0.19590000150000003,Upper middle income,0.03833988306335665,0.0586214175275412,0.10300000000000001
Argentina,2003,0.1387745698737393,0.015076421584817501,0.02716933805187493,0.008930347008304605,0.026203476445655034,0.026144599873232543,0.2940463500955669,0.1535999966,Upper middle income,0.03460174446467938,0.0592199082195645,0.09699999999999999
Argentina,2004,0.1389685101440953,0.0146884824189024,0.02066226956483379,0.011526385062724059,0.03371290018791446,0.03114731781016709,0.3114964716330704,0.1352000046,Upper middle income,0.03191795265024441,0.060834525283227,0.087
Argentina,2005,0.1390280753674839,0.014775907289783199,0.012328679148094579,0.01391289691448313,0.0404471592380714,0.039351351707502556,0.3314499475109658,0.11510000229999999,Upper middle income,0.040448576631841274,0.0620748714636473,0.085
Argentina,2006,0.138613327934738,0.014715805737615602,0.013617476557568248,0.016281271304180358,0.04699552220877449,0.04575792426328916,0.3329924978994483,0.1007999992,Upper middle income,0.05214224096616505,0.0622946871849133,0.085
Argentina,2007,0.1375563364196263,0.014909738099988,0.01227311237156692,0.02013103516282067,0.05773007864874707,0.05753961206975535,0.34313474820486956,0.08470000267,Upper middle income,0.06201476085497939,0.0613494216000763,0.08199999999999999
Argentina,2008,0.1363675112624552,0.015211289380699001,0.008765569508136128,0.025315057958388874,0.07209823277268093,0.07522128389659952,0.36131337877842107,0.07840000153,Upper middle income,0.07313332694335282,0.0615842625035946,0.086
Argentina,2009,0.13537682911452062,0.0151321323204259,0.010335447766952704,0.023313494480969414,0.06565851027603398,0.07919205582587593,0.4278058076958235,0.08649999619000001,Upper middle income,0.07428352343525352,0.0615094513761225,0.084
Argentina,2010,0.1350099212302489,0.0148177292298034,0.008049305421066752,0.029661676231426046,0.08314562887395516,0.09939857873839994,0.42725655657336087,0.07710000038,Upper middle income,0.08846928016869549,0.0616698931777771,0.084
Argentina,2011,0.1350921212108971,0.014906752728438,0.008686451277613545,0.03712226564540547,0.10307736030008857,0.1220369060493288,0.42583335340878603,0.07179999828,Upper middle income,0.10227163807150388,0.0619338969138197,0.084
Argentina,2012,0.1352482420827926,0.0150824832477148,0.013666819655346175,0.03823005140739898,0.10496945572975971,0.13825685746772035,0.447194693418077,0.07219999790000001,Upper middle income,0.11339020415987731,0.0623158313775767,0.09
Argentina,2013,0.1354709644658961,0.015050570558817,0.01582662552999714,0.03865323551257166,0.10494995534219648,0.1436524428655421,0.44477647347947763,0.07099999905,Upper middle income,0.1226876258027413,0.06254926789786461,0.085
Argentina,2014,0.1356467278333618,0.0148255064473532,0.018924451664392647,0.03685314492454188,0.09891713235434471,0.129924951487478,0.4390489012581447,0.07269999981,Upper middle income,0.11779929071216333,0.0631495728087846,0.092
Argentina,2015,0.1357899172719062,0.014410592028158,0.02068509609110901,0.041645146435854465,0.11068617117139168,0.1547839045744638,0.46818999899872266,0.07520999908,Upper middle income,0.12009968369596473,0.063408393043638,0.081
Argentina,2016,0.1359060028095648,0.0143081768494264,0.020105981487748385,0.03903881414621072,0.10260294693080424,0.116476829375036,0.4040932796466894,0.08111000061000001,Upper middle income,0.11674494392792102,0.0627971185780239,0.081
Argentina,2017,0.1359725185671997,0.014297483466186301,0.02044053063668127,0.04506815471995856,0.11735447987196435,0.1546000257419883,0.4793084413758097,0.08350000380999999,Upper middle income,0.12556311703249304,0.0629282670484018,0.087
Argentina,2018,0.13600910623225,0.0144927889349392,0.017375538597194897,0.03674810170796749,0.09454994821001195,0.11388157922583898,0.43879686048330574,0.09220000267,Upper middle income,0.1181826895427969,0.0633305688800663,0.09
Argentina,2019,0.1359522259737299,0.014416965688669701,0.017375538597194897,0.031643841728184775,0.08048045864244743,0.09544143503946631,0.43063000234878746,0.09840000153,Upper middle income,0.10629732579315633,0.0633009167590819,0.081
Armenia,2000,0.1164403468256005,0.0052398297321779,0.0372862965114585,0.00012944562390587968,0.004133908150610485,0.002208898083451371,0.153120230813107,0.1104800034,Upper middle income,0.005942681874820282,0.0478735111631352,0.033
Armenia,2001,0.11647804681421381,0.005508799354488101,0.037155969992630655,0.0001439348821143145,0.004714019855982516,0.002830228389155695,0.1766099011019465,0.10911999700000001,Upper middle income,0.00642193041311224,0.0479508044575612,0.031000000000000003
Armenia,2002,0.1162786764127827,0.0057827763722914,0.036354849149538765,0.00016199301098712934,0.005432803361418502,0.005604619102777575,0.33159666050166586,0.1077600002,Upper middle income,0.007284577782037765,0.0482913303439387,0.031000000000000003
Armenia,2003,0.1159000050233793,0.006022401079643,0.035584438091581974,0.0001921562379241526,0.006621506860791266,0.006328863543221549,0.3089216289593494,0.1059399986,Upper middle income,0.00881817310457203,0.04824148367987951,0.025
Armenia,2004,0.1155327195062414,0.006935698685585501,0.035846142301175984,0.0002460472057592663,0.008740163219388015,0.006875547203423065,0.2502114721548216,0.1034399986,Upper middle income,0.010926866673056647,0.0485149064661659,0.036000000000000004
