Entity,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent),Deaths - Self-harm - Sex: Both - Age: All Ages (Percent),Deaths - Mental and substance use disorders - Sex: Both - Age: Age-standardized (Rate),gdp_current,gdp_per_capita,health expenditure (per capita),health expenditure (% GDP),unemployment rate,Income group,Income,DALYs (Disability-Adjusted Life Years) - Mental disorders - Sex: Both - Age: All Ages (Percent),Suicide rate
Algeria,2002,14.93109525,1.019283732,0.443150823,56760355865,1781.828908,66.46335602,3.7300415,25.89999962,Lower middle income,1730,6.441811426,4.4
Algeria,2003,14.90449197,0.979893875,0.43960496,67863828413,2103.381291,75.7433548,3.60104108,23.71999931,Lower middle income,1920,6.522382255,4.1
Algeria,2004,14.87228484,0.985036522,0.453119609,85332581189,2610.185422,92.50652313,3.5440731,17.64999962,Lower middle income,2250,6.755145867,4
Algeria,2005,14.84424106,0.973068361,0.470902485,1.03E+11,3113.094883,100.713829,3.2351613,15.27000046,Lower middle income,2710,6.876675285,3.8
Algeria,2006,14.81642409,0.955230771,0.490469489,1.17E+11,3478.710002,116.7143173,3.35510182,12.27000046,Lower middle income,3100,6.96664495,3.7
Algeria,2007,14.78435954,0.931894559,0.511529092,1.35E+11,3950.512993,150.9656372,3.8214159,13.78999996,Lower middle income,3600,7.033546023,3.5
Algeria,2008,14.75099354,0.912665535,0.533931797,1.71E+11,4923.631615,206.8851929,4.20188379,11.32999992,Lower middle income,4220,7.111770567,3.3
Algeria,2009,14.7239271,0.890430567,0.556913191,1.37E+11,3883.2709,208.1199188,5.3593955,10.15999985,Lower middle income,4290,7.162919498,3.2
Algeria,2010,14.70733653,0.871763958,0.587373936,1.61E+11,4480.786318,229.2894592,5.11717176,9.960000038,Lower middle income,4480,7.249127347,3
Algeria,2011,14.70243448,0.859771437,0.618236326,2.00E+11,5455.679403,287.3861084,5.26748085,9.960000038,Lower middle income,4600,7.29194616,2.9
Algeria,2012,14.71024322,0.844859898,0.645632135,2.09E+11,5592.220115,335.5619507,6.00050974,10.97000027,Lower middle income,5170,7.355719796,2.9
Algeria,2013,14.72579325,0.831396124,0.677064369,2.10E+11,5499.587331,331.9416809,6.03576279,9.819999695,Lower middle income,5510,7.391921781,2.9
Algeria,2014,14.73772491,0.816978654,0.71124753,2.14E+11,5493.056695,359.6421204,6.54721403,10.21000004,Lower middle income,5490,7.410854159,2.8
Algeria,2015,14.73865727,0.797353635,0.74379083,1.66E+11,4177.889542,291.5535278,6.9784894,11.21000004,Lower middle income,4850,7.45699283,2.7
Algeria,2016,14.72231022,0.772443439,0.774650221,1.60E+11,3946.452447,260.761261,6.60749578,10.19999981,Lower middle income,4370,7.545495557,2.6
Algeria,2017,14.71085256,0.755772249,0.814019975,1.70E+11,4109.698217,258.0639648,6.27938414,10.33300018,Lower middle income,3940,7.632565163,2.5
Algeria,2018,14.73403928,0.754938627,0.545422494,1.75E+11,4142.018558,256.0094605,6.16302586,10.42000008,Lower middle income,3980,7.694053419,2.6
Algeria,2019,14.78293096,0.752493407,0.545422494,1.72E+11,3989.668276,248.2058716,6.24337101,10.51299953,Lower middle income,4010,7.80709701,2.6
Angola,2000,13.65463193,0.595912453,0.410397996,9129634978,556.8386317,12.99896717,1.90859938,4.03000021,Lower middle income,360,1.543154744,17.6
Angola,2001,13.64374328,0.59799317,0.395980311,8936063723,527.3335285,28.91812134,4.48351622,4.004000187,Lower middle income,390,1.593155777,17.5
Angola,2002,13.62604096,0.602563298,0.430577391,15285594828,872.4944418,29.04936409,3.32946134,3.960999966,Lower middle income,590,1.670758037,17.2
Angola,2003,13.60353437,0.617434692,0.479594479,17812705294,982.9610078,34.87518692,3.54797316,3.957999945,Lower middle income,710,1.731069212,17.5
Angola,2004,13.57687667,0.640616656,0.502475906,23552052408,1255.564513,49.81074142,3.96720099,3.915999889,Lower middle income,1010,1.787308172,17.2
Angola,2005,13.55337403,0.644063749,0.50777501,36970918699,1902.42215,54.26077652,2.85219693,3.881999969,Lower middle income,1370,1.866561753,16.3
Angola,2006,13.52676872,0.660244882,0.522313044,52381006892,2599.565948,69.81230164,2.68553662,3.85800004,Lower middle income,1810,1.933157553,17.1
Angola,2007,13.49573212,0.682935092,0.536292419,65266452081,3121.996085,92.86030579,2.97438812,3.821000099,Lower middle income,2460,2.049425044,15
Angola,2008,13.45607186,0.708867457,0.564012439,88538611205,4080.941034,135.6058197,3.32290483,3.792999983,Lower middle income,3030,2.162310372,15.3
Angola,2009,13.42260648,0.74153431,0.577598199,70307163678,3122.781599,119.9962845,3.84260869,3.779999971,Lower middle income,3170,2.27372946,13.6
Angola,2010,13.39889216,0.7741031,0.599476604,83799496611,3587.883645,96.69701385,2.69510007,9.430000305,Lower middle income,3230,2.396060667,14.2
Angola,2011,13.3823177,0.805937944,0.621810622,1.12E+11,4615.468219,122.1072311,2.64560795,7.360000134,Lower middle income,3410,2.521302856,13.5
Angola,2012,13.36720648,0.839126255,0.641947894,1.28E+11,5100.097027,122.185585,2.39574957,7.347000122,Lower middle income,4170,2.653821533,14.2
Angola,2013,13.35196825,0.868807877,0.664574992,1.37E+11,5254.881126,143.6068726,2.73282766,7.366000175,Lower middle income,4780,2.801947502,14.2
Angola,2014,13.34571116,0.890169154,0.678066676,1.46E+11,5408.4117,131.6476593,2.43412852,7.372000217,Lower middle income,5010,2.976934722,13.1
Angola,2015,13.34620193,0.91933384,0.710221669,1.16E+11,4166.979833,108.5829392,2.60579491,7.392000198,Lower middle income,4520,3.136119616,13.3
Angola,2016,13.35190923,0.934283252,0.733112275,1.01E+11,3506.073128,95.12497711,2.71314907,7.412000179,Lower middle income,3770,3.283262372,12.9
Angola,2017,13.35861706,0.975684372,0.755622337,1.22E+11,4095.810057,114.3346024,2.79150295,7.407999992,Lower middle income,3450,3.447260265,12.4
Angola,2018,13.35360069,1.010680233,0.570805319,1.01E+11,3289.643995,87.31073761,2.54010224,7.421000004,Lower middle income,3210,3.611272992,12.4
Angola,2019,13.33846811,1.0405898,0.570805319,89417190341,2809.626088,71.32600403,2.53335953,7.421000004,Lower middle income,2970,3.775167158,12.6
Antigua and Barbuda,2000,13.93589686,0.416949858,1.059252538,826370370.4,10872.29295,512.5682983,4.69438457,6.484999895,High income,10100,6.457547929,2
Antigua and Barbuda,2001,13.942231,0.420363499,0.939920502,800481481.5,10367.31961,563.7371216,5.43587589,6.484999895,High income,9850,6.574910918,1.9
Antigua and Barbuda,2002,13.94824702,0.439635376,0.859695162,814381481.5,10401.05088,550.0645752,5.28793621,6.484999895,High income,9660,6.691644426,1.3
Antigua and Barbuda,2003,13.95155488,0.458089173,0.802440714,856396296.3,10797.95106,602.6936035,5.58626556,6.484999895,High income,10530,6.791361123,1.4
Antigua and Barbuda,2004,13.95420134,0.465441218,0.762515624,919729629.6,11446.96914,585.7212524,5.11667967,6.484999895,High income,11450,6.842332463,2
Antigua and Barbuda,2005,13.95113104,0.476136139,0.726117028,1022962963,12557.54785,626.7166748,4.9945569,6.484999895,High income,12420,6.906234903,1.3
Antigua and Barbuda,2006,13.94868025,0.475567879,0.697087889,1157662963,13995.80442,648.2271118,4.63347101,6.484999895,High income,13810,6.911701855,0.4
Antigua and Barbuda,2007,13.93935653,0.409233677,0.672568694,1312759259,15622.69287,694.536438,4.44986248,6.484999895,High income,15090,6.769823039,0.3
Antigua and Barbuda,2008,13.92913144,0.42182582,0.652934679,1370070370,16044.1058,673.8375244,4.2048173,6.484999895,High income,15250,6.782250415,0.2
Antigua and Barbuda,2009,13.92502581,0.46305638,0.641532773,1228329630,14160.562,591.4252319,4.19123125,6.484999895,High income,13600,6.897790388,0
Antigua and Barbuda,2010,13.92766651,0.477609136,0.632823031,1148700000,13048.96058,701.8178101,5.37907028,6.484999895,High income,12690,6.87637044,0.1
Antigua and Barbuda,2011,13.94474709,0.480429934,0.630504264,1137637037,12746.63347,693.807251,5.44257212,6.484999895,High income,12370,6.861282452,0.2
Antigua and Barbuda,2012,13.97471611,0.48157537,0.633592806,1199948148,13272.73494,727.256958,5.47921419,6.484999895,High income,12780,6.858170024,0
Antigua and Barbuda,2013,14.0093659,0.479207726,0.645331301,1181448148,12910.59063,711.2297974,5.50909281,6.484999895,High income,12620,6.860336094,0
Antigua and Barbuda,2014,14.04171622,0.473391711,0.669338884,1249733333,13501.58092,792.8414917,5.87269974,6.484999895,High income,12760,6.779369203,0.4
Antigua and Barbuda,2015,14.06148128,0.468017447,0.680772035,1336692593,14285.32978,754.2418823,5.27965546,6.484999895,High income,12850,6.741363581,0.4
Antigua and Barbuda,2016,14.06277177,0.463332135,0.680660705,1436585185,15198.74297,778.4511108,5.12190151,6.484999895,High income,13580,6.707118614,0.5
Antigua and Barbuda,2017,14.06152789,0.452848231,0.691478576,1467977778,15383.5764,750.0192261,4.87493944,6.484999895,High income,14320,6.66574938,0
Antigua and Barbuda,2018,14.10288132,0.449842697,0.68071637,1605944444,16679.59166,808.6992798,4.85093021,6.484999895,High income,15880,6.670986138,0.3
Antigua and Barbuda,2019,14.177513,0.449203474,0.68071637,1687533333,17376.64968,760.2649536,4.44295979,6.484999895,High income,16160,6.680275005,0.3
Argentina,2000,13.8214489,1.566959188,5.307497435,2.84E+11,7708.099115,708.7695313,8.2200098,15,Upper middle income,7470,5.829774772,9.2
Argentina,2001,13.83553357,1.599067323,4.386588658,2.69E+11,7208.373114,675.0578613,8.37179756,17.31999969,Upper middle income,7000,5.868289345,10.3
Argentina,2002,13.85481566,1.579420078,3.182395847,97724004252,2593.404563,223.8486023,7.3933115,19.59000015,Upper middle income,4040,5.862141753,10.3
Argentina,2003,13.87745699,1.507642158,2.716933805,1.28E+11,3349.8063,262.2865906,6.89451599,15.35999966,Upper middle income,3650,5.921990822,9.7
Argentina,2004,13.89685101,1.468848242,2.066226956,1.65E+11,4277.721573,311.6450501,7.22868299,13.52000046,Upper middle income,3370,6.083452528,8.7
Argentina,2005,13.90280754,1.477590729,1.232867915,1.99E+11,5109.852245,392.5887451,7.61078882,11.51000023,Upper middle income,4260,6.207487146,8.5
Argentina,2006,13.86133279,1.471580574,1.361747656,2.33E+11,5919.012338,455.7980957,7.64032841,10.07999992,Upper middle income,5480,6.229468718,8.5
Argentina,2007,13.75563364,1.49097381,1.227311237,2.88E+11,7245.446857,572.0401001,7.83455086,8.470000267,Upper middle income,6510,6.13494216,8.2
Argentina,2008,13.63675113,1.521128938,0.876556951,3.62E+11,9020.873323,746.4932861,8.18266869,7.840000153,Upper middle income,7670,6.15842625,8.6
Argentina,2009,13.53768291,1.513213232,1.033544777,3.33E+11,8225.137583,785.6702271,9.45598793,8.649999619,Upper middle income,7790,6.150945138,8.4
Argentina,2010,13.50099212,1.481772923,0.804930542,4.24E+11,10385.96443,985.0344238,9.44546986,7.710000038,Upper middle income,9270,6.166989318,8.4
Argentina,2011,13.50921212,1.490675273,0.868645128,5.30E+11,12848.8642,1208.391602,9.41821575,7.179999828,Upper middle income,10710,6.193389691,8.4
Argentina,2012,13.52482421,1.508248325,1.366681966,5.46E+11,13082.66433,1368.422974,9.82728195,7.21999979,Upper middle income,11870,6.231583138,9
Argentina,2013,13.54709645,1.505057056,1.582662553,5.52E+11,13080.25473,1421.657593,9.78097343,7.099999905,Upper middle income,12840,6.25492679,8.5
Argentina,2014,13.56467278,1.482550645,1.892445166,5.26E+11,12334.79825,1286.217651,9.67129135,7.269999981,Upper middle income,12330,6.314957281,9.2
Argentina,2015,13.57899173,1.441059203,2.068509609,5.95E+11,13789.06042,1531.484253,10.22933865,7.520999908,Upper middle income,12570,6.340839304,8.1
Argentina,2016,13.59060028,1.430817685,2.010598149,5.58E+11,12790.24247,1153.534058,9.00189686,8.111000061,Upper middle income,12220,6.279711858,8.1
Argentina,2017,13.59725186,1.429748347,2.044053064,6.44E+11,14613.04182,1529.670044,10.44225502,8.350000381,Upper middle income,13140,6.292826705,8.7
Argentina,2018,13.60091062,1.449278893,1.73755386,5.25E+11,11795.15939,1127.928467,9.66646481,9.220000267,Upper middle income,12370,6.333056888,9
Argentina,2019,13.5952226,1.441696569,1.73755386,4.52E+11,10056.63794,945.9919434,9.5100708,9.840000153,Upper middle income,11130,6.330091676,8.1
Armenia,2000,11.64403468,0.523982973,3.728629651,1911563669,622.7409229,26.12908936,4.19580364,11.04800034,Upper middle income,660,4.787351116,3.3
Armenia,2001,11.64780468,0.550879935,3.715596999,2118467913,694.4234554,32.25933838,4.64562702,10.9119997,Upper middle income,710,4.795080446,3.1
Armenia,2002,11.62786764,0.578277637,3.635484915,2376335048,783.241215,59.63238907,7.61359835,10.77600002,Upper middle income,800,4.829133034,3.1
Armenia,2003,11.5900005,0.602240108,3.558443809,2807061009,930.1254727,66.77802277,7.17937517,10.59399986,Upper middle income,960,4.824148368,2.5
Armenia,2004,11.55327195,0.693569869,3.58461423,3576615240,1191.921006,72.17178345,6.05508518,10.34399986,Upper middle income,1180,4.851490647,3.6
Armenia,2005,11.51880762,0.796480207,3.590348113,4900469950,1643.756889,96.35484314,5.86188269,10.20300007,Upper middle income,1540,4.807836224,3.8
Armenia,2006,11.48671767,0.915870152,3.598198762,6384451606,2158.148074,126.252945,5.85007095,9.996999741,Upper middle income,2020,4.746354065,5.4
Armenia,2007,11.4483074,0.972817342,3.581871777,9206301700,3139.28071,172.6018677,5.49814558,9.81000042,Upper middle income,2760,4.788393067,5
Armenia,2008,11.41498022,1.002170833,3.593338081,11662040714,4010.861381,266.3115845,6.6397624,14.39299965,Upper middle income,3600,4.748914569,4.2
Armenia,2009,11.38342906,1.036226932,3.650689678,8647936748,2994.340471,252.8356018,8.44377995,18.44000053,Upper middle income,3340,4.761437562,4.1
Armenia,2010,11.3630555,1.065866325,3.680995417,9260284938,3218.378299,297.2290649,9.23539066,19.01000023,Upper middle income,3470,4.78175901,5.9
Armenia,2011,11.3550479,1.101026122,3.638539567,10142111334,3525.807198,330.5755615,9.37587833,18.44000053,Upper middle income,3530,4.806842972,5.7
Armenia,2012,11.35593368,1.116630267,3.571628591,10619320049,3681.844691,336.3205566,9.134552,17.29999924,Upper middle income,3880,4.874398513,6.4
Armenia,2013,11.36323976,1.104478358,3.481979726,11121465767,3838.17388,396.232544,10.32344532,16.18000031,Upper middle income,4110,4.992400754,5.3
Armenia,2014,11.36819231,1.095898283,3.464380973,11609512940,3986.231624,405.7288818,10.17827034,17.5,Upper middle income,4140,5.013802086,4.6
Armenia,2015,11.37085886,1.083109842,3.425128653,10553337673,3607.289299,364.9728088,10.11763382,18.26000023,Upper middle income,4010,4.957604361,4.7
Armenia,2016,11.36776116,1.06599118,3.347599406,10546135160,3591.828052,357.4577637,9.95196629,17.62000084,Upper middle income,3760,4.953976641,4.4
Armenia,2017,11.36580779,1.035814781,3.385831029,11527458566,3914.527854,405.6506958,10.36270523,17.70000076,Upper middle income,3950,5.001869796,2.4
Armenia,2018,11.3694133,1.031183351,3.587481172,12457941907,4220.540321,422.2826843,10.00543404,18.96999931,Upper middle income,4250,5.01371891,1.7
Armenia,2019,11.38013336,1.025802324,3.587481172,13619291361,4604.646324,523.9990845,11.33526421,18.29999924,Upper middle income,4680,5.036934102,2.7
Australia,2000,18.32251721,2.025405045,17.39690521,4.16E+11,21697.70848,1638.814941,7.61383343,6.28000021,High income,21120,9.22398111,11.8
Australia,2001,18.44712647,1.947439606,17.40585204,3.79E+11,19527.32358,1564.166504,7.69622898,6.739999771,High income,20110,9.376077855,11.2
Australia,2002,18.68995962,1.875281707,17.74735511,3.95E+11,20117.78889,1770.466187,7.89332151,6.369999886,High income,19990,9.528054676,10.4
Australia,2003,18.96608916,1.85629495,16.00036983,4.67E+11,23492.40517,2249.290771,7.90449524,5.929999828,High income,21120,9.741188219,9.6
Australia,2004,19.20550544,1.82171174,16.19794841,6.14E+11,30513.94174,2767.136963,8.10948753,5.389999866,High income,25480,9.93637345,9.2
Australia,2005,19.32192865,1.8018649,16.5488223,6.95E+11,34080.9999,3013.087646,7.99008226,5.03000021,High income,30310,10.06001259,10.1
Australia,2006,19.33652367,1.785898685,16.09767653,7.48E+11,36117.48798,3184.807617,7.98943853,4.78000021,High income,34090,10.08683859,9.5
Australia,2007,19.33635931,1.80896441,14.39314939,8.54E+11,41001.14298,3799.737549,8.06755352,4.380000114,High income,37300,10.02695369,9.8
Australia,2008,19.32798091,1.839947524,15.8066689,1.06E+12,49654.9106,4090.761963,8.25585651,4.230000019,High income,42330,10.00069452,10.4
Australia,2009,19.30817918,1.871610151,16.6411738,9.28E+11,42783.32257,3995.340088,8.56316471,5.559999943,High income,44050,10.00559091,10
Australia,2010,19.29116595,1.899134205,15.46709335,1.15E+12,52087.97229,4945.038086,8.4308424,5.210000038,High income,46630,10.04331613,10.4
Australia,2011,19.25274013,1.877483512,13.34874477,1.40E+12,62574.1457,5861.702637,8.54153824,5.079999924,High income,50320,10.04140959,10.1
Australia,2012,19.19034628,1.887170214,14.18051149,1.55E+12,68027.84171,6025.344727,8.67564774,5.21999979,High income,60210,10.09327795,10.5
Australia,2013,19.11716171,1.903788571,13.82403726,1.58E+12,68156.62792,5813.985352,8.76116371,5.659999847,High income,66020,10.08368068,10.2
Australia,2014,19.04866077,1.9381002,12.4622374,1.47E+12,62511.69059,5607.917969,9.03597069,6.079999924,High income,65150,10.00971737,11.3
Australia,2015,19.01232761,1.950484282,13.98248485,1.35E+12,56707.02208,4862.601563,9.32758904,6.050000191,High income,60500,9.931634114,11.8
Australia,2016,18.97665826,1.875504276,14.21096582,1.21E+12,49881.76371,4993.689453,9.24815178,5.710000038,High income,54140,9.88928803,10.9
Australia,2017,18.96159235,1.787147608,14.59645035,1.33E+12,53934.25018,5340.364746,9.26682281,5.590000153,High income,51560,9.77499774,11.8
Australia,2018,19.07254271,1.731971431,15.63688112,1.43E+12,57180.7794,5364.542969,9.1550045,5.300000191,High income,53190,9.668557874,11.3
Australia,2019,19.34792341,1.696170715,15.63688112,1.39E+12,54875.28596,5427.462402,9.91078568,5.159999847,High income,55100,9.62682664,11.3
Austria,2000,15.75734706,2.058786702,18.76714444,1.97E+11,24625.60072,2269.126465,9.20371437,4.690000057,High income,5380,6.765357452,15.8
Austria,2001,15.73433998,2.038196604,25.88832119,1.98E+11,24558.76368,2282.515869,9.26942921,4.010000229,High income,25320,6.853517122,14.7
Austria,2002,15.71610658,2.017402106,29.28496838,2.14E+11,26527.59309,2497.865967,9.3947649,4.849999905,High income,25030,6.860877834,15.1
Austria,2003,15.69919205,1.980088073,29.81034503,2.62E+11,32294.04886,3091.240234,9.5472393,4.78000021,High income,28100,6.860234481,14.2
Austria,2004,15.6838717,1.97359603,37.79365688,3.01E+11,36889.23351,3594.650391,9.70939827,5.829999924,High income,33850,6.931789567,13.6
Austria,2005,15.6715257,1.942283052,42.05943158,3.16E+11,38417.45779,3710.397949,9.62702942,5.630000114,High income,38770,6.953420937,13.3
Austria,2006,15.66054248,1.918388067,43.65346738,3.36E+11,40669.32696,3882.981934,9.5311327,5.239999771,High income,41500,7.034882944,12.5
Austria,2007,15.65592114,1.90362324,42.79547247,3.89E+11,46915.3374,4478.768555,9.53209686,4.860000134,High income,44540,7.040035616,12.2
Austria,2008,15.65331076,1.888643999,42.54307593,4.32E+11,51919.98358,5057.760742,9.72564602,4.130000114,High income,49210,7.058669089,11.7
Austria,2009,15.65627972,1.909570045,39.033547,4.02E+11,48153.32402,4928.987793,10.22582531,5.300000191,High income,49150,7.003156454,11.9
Austria,2010,15.65821611,1.912511909,38.38158858,3.92E+11,46903.76159,4800.793457,10.22101879,4.820000172,High income,49750,7.005801938,12.2
Austria,2011,15.67044492,1.892936162,38.79748229,4.32E+11,51442.27625,5167.817871,10.02613258,4.559999943,High income,50700,7.021773373,12.3
Austria,2012,15.6875148,1.861232145,42.0372053,4.09E+11,48564.91734,4966.095703,10.19915581,4.869999886,High income,50100,7.023185452,11.8
Austria,2013,15.7126892,1.843745188,44.20572434,4.30E+11,50731.12725,5235.341309,10.28574944,5.329999924,High income,50720,7.047205434,11.5
Austria,2014,15.73114789,1.837639735,48.25385981,4.43E+11,51786.37717,5393.602051,10.36809254,5.619999886,High income,50390,7.073291644,12
Austria,2015,15.74486936,1.819482286,49.98169017,3.82E+11,44195.81759,4612.824219,10.36746693,5.71999979,High income,47480,7.061240298,11.4
Austria,2016,15.76665836,1.79996234,49.40643449,3.96E+11,45307.58786,4709.875977,10.3522625,6.010000229,High income,46240,7.122072745,11.1
Austria,2017,15.78937209,1.786193196,48.24412048,4.17E+11,47429.15846,4938.919922,10.38460541,5.5,High income,45090,7.181270316,10.8
Austria,2018,15.80062018,1.760096641,42.04831844,4.55E+11,51486.5755,5322.262695,10.31750679,4.849999905,High income,49090,7.200199596,11.2
Austria,2019,15.81647796,1.718500257,42.04831844,4.45E+11,50114.40111,5242.183105,10.43403149,4.489999771,High income,51440,7.194258745,10.4
Azerbaijan,2000,10.90919284,0.378844408,3.550088181,5272798391,655.1199452,19.14171791,2.94894385,11.77999973,Upper middle income,610,3.454966488,3.4
Azerbaijan,2001,10.9115965,0.434121991,3.424737335,5707720391,703.6838434,19.19028282,2.75590682,10.90999985,Upper middle income,650,3.583783951,3.7
