Entity,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent),Deaths - Self-harm - Sex: Both - Age: All Ages (Percent),Deaths - Mental and substance use disorders - Sex: Both - Age: Age-standardized (Rate),gdp_current,gdp_per_capita,health expenditure (per capita),health expenditure (% GDP),unemployment rate,Income group,Income,DALYs (Disability-Adjusted Life Years) - Mental disorders - Sex: Both - Age: All Ages (Percent),Suicide rate
Algeria,2004,14.87228484,0.985036522,0.453119609,85332581189,2610.185422,2610.185422,3.5440731,17.64999962,Lower middle income,2250,6.755145867,4
Algeria,2005,14.84424106,0.973068361,0.470902485,1.03198E+11,3113.094883,3113.094883,3.2351613,15.27000046,Lower middle income,2710,6.876675285,3.8
Algeria,2006,14.81642409,0.955230771,0.490469489,1.17027E+11,3478.710002,3478.710002,3.35510182,12.27000046,Lower middle income,3100,6.96664495,3.7
Algeria,2007,14.78435954,0.931894559,0.511529092,1.34977E+11,3950.512993,3950.512993,3.8214159,13.78999996,Lower middle income,3600,7.033546023,3.5
Algeria,2008,14.75099354,0.912665535,0.533931797,1.71001E+11,4923.631615,4923.631615,4.20188379,11.32999992,Lower middle income,4220,7.111770567,3.3
Algeria,2009,14.7239271,0.890430567,0.556913191,1.37211E+11,3883.2709,3883.2709,5.3593955,10.15999985,Lower middle income,4290,7.162919498,3.2
Algeria,2010,14.70733653,0.871763958,0.587373936,1.61207E+11,4480.786318,4480.786318,5.11717176,9.960000038,Lower middle income,4480,7.249127347,3
Algeria,2011,14.70243448,0.859771437,0.618236326,2.00013E+11,5455.679403,5455.679403,5.26748085,9.960000038,Lower middle income,4600,7.29194616,2.9
Algeria,2012,14.71024322,0.844859898,0.645632135,2.09059E+11,5592.220115,5592.220115,6.00050974,10.97000027,Lower middle income,5170,7.355719796,2.9
Algeria,2013,14.72579325,0.831396124,0.677064369,2.09755E+11,5499.587331,5499.587331,6.03576279,9.819999695,Lower middle income,5510,7.391921781,2.9
Algeria,2014,14.73772491,0.816978654,0.71124753,2.1381E+11,5493.056695,5493.056695,6.54721403,10.21000004,Lower middle income,5490,7.410854159,2.8
Algeria,2015,14.73865727,0.797353635,0.74379083,1.65979E+11,4177.889542,4177.889542,6.9784894,11.21000004,Lower middle income,4850,7.45699283,2.7
Algeria,2016,14.72231022,0.772443439,0.774650221,1.60034E+11,3946.452447,3946.452447,6.60749578,10.19999981,Lower middle income,4370,7.545495557,2.6
Algeria,2017,14.71085256,0.755772249,0.814019975,1.70097E+11,4109.698217,4109.698217,6.27938414,10.33300018,Lower middle income,3940,7.632565163,2.5
Algeria,2018,14.73403928,0.754938627,,1.74911E+11,4142.018558,4142.018558,6.16302586,10.42000008,Lower middle income,3980,7.694053419,2.6
Algeria,2019,14.78293096,0.752493407,,1.71767E+11,3989.668276,3989.668276,6.24337101,10.51299953,Lower middle income,4010,7.80709701,2.6
American Samoa,1990,11.11867018,1.36142105,3.469744206,,,,,,Upper middle income,,4.550356444,
American Samoa,1991,11.11216288,1.35586396,3.552484377,,,,,,Upper middle income,,4.561828197,
American Samoa,1992,11.10838815,1.346597974,3.656551672,,,,,,Upper middle income,,4.573515925,
American Samoa,1993,11.10584424,1.329286097,3.742871336,,,,,,Upper middle income,,4.5926293,
American Samoa,1994,11.10330645,1.323470701,3.836848848,,,,,,Upper middle income,,4.591725672,
American Samoa,1995,11.10315117,1.316596834,3.934769529,,,,,,Upper middle income,,4.600413251,
American Samoa,1996,11.10730322,1.304934059,4.045777068,,,,,,Upper middle income,,4.601636046,
American Samoa,1997,11.11312316,1.289471597,4.158668004,,,,,,Upper middle income,,4.597294405,
American Samoa,1998,11.1198744,1.252088652,4.255352402,,,,,,Upper middle income,,4.59247486,
American Samoa,1999,11.12408085,1.215097494,4.350180835,,,,,,Upper middle income,,4.593500791,
American Samoa,2000,11.12753029,1.213858027,4.409276278,,,,,,Upper middle income,,4.595325389,
American Samoa,2001,11.12640492,1.192202477,4.482947557,,,,,,Upper middle income,,4.588437922,
American Samoa,2002,11.12705764,1.139924676,4.563502475,512000000,8666.655382,8666.655382,,,Upper middle income,,4.577400254,
American Samoa,2003,11.12637314,1.078472967,4.634658757,524000000,8807.462812,8807.462812,,,Upper middle income,,4.464843694,
American Samoa,2004,11.12683653,1.05122329,4.745403848,509000000,8528.248777,8528.248777,,,Upper middle income,,4.580788741,
American Samoa,2005,11.12427597,1.020880119,4.880037089,500000000,8395.31877,8395.31877,,,Upper middle income,,4.591676476,
American Samoa,2006,11.12911758,0.995572227,5.038576014,493000000,8340.52344,8340.52344,,,Upper middle income,,4.586384688,
American Samoa,2007,11.13586529,0.980395242,5.216544693,518000000,8874.877928,8874.877928,,,Upper middle income,,4.588224191,
American Samoa,2008,11.14638252,0.987519271,5.387320796,560000000,9740.824491,9740.824491,,,Upper middle income,,4.595781797,
American Samoa,2009,11.15710385,0.898821455,5.572766739,675000000,11910.01323,11910.01323,,,Upper middle income,,4.05066926,
American Samoa,2010,11.16550962,0.996577724,5.739139093,573000000,10216.81763,10216.81763,,,Upper middle income,,4.589171115,
American Samoa,2011,11.17687897,1.004943875,5.971242629,570000000,10223.29836,10223.29836,,,Upper middle income,,4.572211733,
American Samoa,2012,11.18838716,1.010162178,6.136833851,640000000,11496.5241,11496.5241,,,Upper middle income,,4.553421955,
American Samoa,2013,11.19932643,1.016112969,6.304440531,638000000,11450.7242,11450.7242,,,Upper middle income,,4.493487741,
American Samoa,2014,11.21047393,1.034265835,6.4346316,643000000,11525.15639,11525.15639,,,Upper middle income,,4.505661868,
American Samoa,2015,11.2125888,1.04744733,6.606145062,673000000,12059.63516,12059.63516,,,Upper middle income,,4.476980393,
American Samoa,2016,11.20181672,1.060803579,6.741049511,671000000,12038.2497,12038.2497,,,Upper middle income,,4.435400324,
American Samoa,2017,11.19169491,1.049612386,6.860720588,612000000,11003.82976,11003.82976,,,Upper middle income,,4.405708539,
American Samoa,2018,11.20812879,1.037952039,,639000000,11521.60978,11521.60978,,,Upper middle income,,4.392527445,
American Samoa,2019,11.24102803,1.027309967,,648000000,11715.36014,11715.36014,,,Upper middle income,,4.384950081,
Andorra,1990,15.38042198,2.413862897,9.927665581,1029048482,18878.85231,18878.85231,,,High income,,9.629759712,
Andorra,1991,15.38223176,2.446645725,10.21642086,1106928583,19534.26363,19534.26363,,,High income,,9.747062228,
Andorra,1992,15.39181724,2.410289737,10.63403662,1210013652,20549.80558,20549.80558,,,High income,,9.678639027,
Andorra,1993,15.39107175,2.406784085,10.97361878,1007025755,16515.6584,16515.6584,,,High income,,9.637787598,
Andorra,1994,15.40108003,2.315491309,11.50128502,1017549124,16235.06804,16235.06804,,,High income,,9.477836158,
Andorra,1995,15.41329686,2.218160254,12.05112704,1178738991,18458.17399,18458.17399,,,High income,,9.365431374,
Andorra,1996,15.41653496,2.150464623,12.66502332,1223945357,19016.28819,19016.28819,,,High income,,9.313565138,
Andorra,1997,15.41755615,2.054840434,13.3491594,1180597273,18355.62786,18355.62786,,,High income,,9.252714855,
Andorra,1998,15.4139427,1.986838595,14.18729061,1211932398,18895.11066,18895.11066,,,High income,,9.187535212,
Andorra,1999,15.40769825,1.904184793,14.82977949,1239876305,19262.30899,19262.30899,,,High income,,9.085465095,
Andorra,2000,15.40926177,1.83672862,15.25436261,1429049198,21854.2468,21854.2468,5.96051121,,High income,,8.944712251,
Andorra,2001,15.4186182,1.774695421,15.57415154,1546926174,22970.51221,22970.51221,5.86593914,,High income,,8.861808854,
Andorra,2002,15.41885177,1.718531664,15.74305565,1755910032,25067.24006,25067.24006,6.09839916,,High income,,8.806804347,
Andorra,2003,15.42243461,1.739289211,16.07401044,2361726862,32272.84589,32272.84589,5.63991785,,High income,,8.969624374,
Andorra,2004,15.4124837,1.753166387,16.32037384,2894921778,37966.18725,37966.18725,5.38125277,,High income,,9.084835072,
Andorra,2005,15.41437077,1.722743626,16.49695237,3159905484,40064.22493,40064.22493,5.73988628,,High income,,9.126701704,
Andorra,2006,15.40745736,1.709256505,16.7220667,3456442103,42674.75897,42674.75897,5.06450415,,High income,,9.133136561,
Andorra,2007,15.3943931,1.6729031,16.96876679,3952600602,47804.84993,47804.84993,5.0283227,,High income,,9.11706621,
Andorra,2008,15.37826412,1.636743544,17.25515099,4085630584,48719.65877,48719.65877,5.78568554,,High income,,9.05216133,
Andorra,2009,15.36444323,1.579555287,17.55089727,3674409558,43504.21565,43504.21565,6.23957682,,High income,,8.906667302,
Andorra,2010,15.35970565,1.530231828,17.63129033,3449966857,40850.24814,40850.24814,6.58006001,,High income,,8.81661193,
Andorra,2011,15.39149517,1.447736097,18.01543826,3629203786,43334.81141,43334.81141,6.08633614,,High income,,8.755913767,
Andorra,2012,15.4097187,1.400939749,18.05847719,3188808943,38686.46126,38686.46126,6.12628031,,High income,,8.689653047,
Andorra,2013,15.43211074,1.367704484,17.99630581,3193704343,39540.72481,39540.72481,6.15502787,,High income,,8.599409356,
Andorra,2014,15.44761324,1.370129618,17.9321396,3271808157,41303.92937,41303.92937,6.13150549,,High income,,8.551797756,
Andorra,2015,15.45265466,1.342917534,17.79144462,2789870188,35770.7767,35770.7767,6.28353453,,High income,,8.494453589,
Andorra,2016,15.45086185,1.325541386,18.00475219,2896679212,37475.63506,37475.63506,6.30526257,,High income,,8.406721851,
Andorra,2017,15.44681411,1.317612966,18.15203851,3000180750,38964.90448,38964.90448,6.58945513,,High income,,8.359119222,
Andorra,2018,15.46192735,1.313724045,,3218316013,41791.96984,41791.96984,6.75162506,,High income,,8.335182688,
Andorra,2019,15.49529359,1.308854678,,3155065488,40897.33087,40897.33087,6.71158504,,High income,,8.327691378,
Angola,1990,13.59330968,0.569134186,0.388439408,11228764963,947.7042621,947.7042621,,,Lower middle income,780,1.303001275,
Angola,1991,13.61367025,0.576349137,0.390551724,10603784541,865.6927296,865.6927296,,4.208000183,Lower middle income,1380,1.336577013,
Angola,1992,13.62971648,0.577682323,0.393659636,8307810974,656.3620152,656.3620152,,4.208000183,Lower middle income,1170,1.346781984,
Angola,1993,13.6442911,0.558368725,0.398330177,5768720422,441.200842,441.200842,,4.230999947,Lower middle income,,1.291706225,
Angola,1994,13.65542747,0.591979218,0.405271969,4438321017,328.6731487,328.6731487,,4.162000179,Lower middle income,330,1.355016948,
Angola,1995,13.66292074,0.596802693,0.395097564,5538749260,397.1794793,397.1794793,,4.113999844,Lower middle income,440,1.402647146,
Angola,1996,13.66532773,0.569923845,0.372223937,7526446606,522.6436984,522.6436984,,4.097000122,Lower middle income,320,1.437322284,
Angola,1997,13.66435804,0.556559324,0.368961766,7648377413,514.2951541,514.2951541,,4.087999821,Lower middle income,450,1.447662621,
Angola,1998,13.6591161,0.552461084,0.437091418,6506229607,423.5936878,423.5936878,,4.072000027,Lower middle income,410,1.405799818,
Angola,1999,13.65783747,0.585687271,0.432144466,6152936539,387.7851241,387.7851241,,4.054999828,Lower middle income,330,1.482193074,
Angola,2000,13.65463193,0.595912453,0.410397996,9129634978,556.8386317,556.8386317,1.90859938,4.03000021,Lower middle income,360,1.543154744,17.6
Angola,2001,13.64374328,0.59799317,0.395980311,8936063723,527.3335285,527.3335285,4.48351622,4.004000187,Lower middle income,390,1.593155777,17.5
Angola,2002,13.62604096,0.602563298,0.430577391,15285594828,872.4944418,872.4944418,3.32946134,3.960999966,Lower middle income,590,1.670758037,17.2
Angola,2003,13.60353437,0.617434692,0.479594479,17812705294,982.9610078,982.9610078,3.54797316,3.957999945,Lower middle income,710,1.731069212,17.5
Angola,2004,13.57687667,0.640616656,0.502475906,23552052408,1255.564513,1255.564513,3.96720099,3.915999889,Lower middle income,1010,1.787308172,17.2
Angola,2005,13.55337403,0.644063749,0.50777501,36970918699,1902.42215,1902.42215,2.85219693,3.881999969,Lower middle income,1370,1.866561753,16.3
Angola,2006,13.52676872,0.660244882,0.522313044,52381006892,2599.565948,2599.565948,2.68553662,3.85800004,Lower middle income,1810,1.933157553,17.1
Angola,2007,13.49573212,0.682935092,0.536292419,65266452081,3121.996085,3121.996085,2.97438812,3.821000099,Lower middle income,2460,2.049425044,15
Angola,2008,13.45607186,0.708867457,0.564012439,88538611205,4080.941034,4080.941034,3.32290483,3.792999983,Lower middle income,3030,2.162310372,15.3
Angola,2009,13.42260648,0.74153431,0.577598199,70307163678,3122.781599,3122.781599,3.84260869,3.779999971,Lower middle income,3170,2.27372946,13.6
Angola,2010,13.39889216,0.7741031,0.599476604,83799496611,3587.883645,3587.883645,2.69510007,9.430000305,Lower middle income,3230,2.396060667,14.2
Angola,2011,13.3823177,0.805937944,0.621810622,1.1179E+11,4615.468219,4615.468219,2.64560795,7.360000134,Lower middle income,3410,2.521302856,13.5
Angola,2012,13.36720648,0.839126255,0.641947894,1.28053E+11,5100.097027,5100.097027,2.39574957,7.347000122,Lower middle income,4170,2.653821533,14.2
Angola,2013,13.35196825,0.868807877,0.664574992,1.3671E+11,5254.881126,5254.881126,2.73282766,7.366000175,Lower middle income,4780,2.801947502,14.2
Angola,2014,13.34571116,0.890169154,0.678066676,1.45712E+11,5408.4117,5408.4117,2.43412852,7.372000217,Lower middle income,5010,2.976934722,13.1
Angola,2015,13.34620193,0.91933384,0.710221669,1.16194E+11,4166.979833,4166.979833,2.60579491,7.392000198,Lower middle income,4520,3.136119616,13.3
Angola,2016,13.35190923,0.934283252,0.733112275,1.01124E+11,3506.073128,3506.073128,2.71314907,7.412000179,Lower middle income,3770,3.283262372,12.9
Angola,2017,13.35861706,0.975684372,0.755622337,1.22124E+11,4095.810057,4095.810057,2.79150295,7.407999992,Lower middle income,3450,3.447260265,12.4
Angola,2018,13.35360069,1.010680233,,1.01353E+11,3289.643995,3289.643995,2.54010224,7.421000004,Lower middle income,3210,3.611272992,12.4
Angola,2019,13.33846811,1.0405898,,89417190341,2809.626088,2809.626088,2.53335953,7.421000004,Lower middle income,2970,3.775167158,12.6
Antigua and Barbuda,1990,14.02944879,0.313713377,1.310831053,459470370.4,7347.646369,7347.646369,,,High income,6820,5.889292241,
Antigua and Barbuda,1991,13.98449167,0.310583145,1.257023628,481707407.4,7602.345334,7602.345334,,,High income,7230,5.905187217,
Antigua and Barbuda,1992,13.9451818,0.316022897,1.246011067,499281481.5,7745.7218,7745.7218,,,High income,7470,5.89619482,
Antigua and Barbuda,1993,13.91560109,0.31030331,1.272870108,535174074.1,8136.188547,8136.188547,,,High income,7960,5.768496092,
Antigua and Barbuda,1994,13.89428756,0.31650161,1.287549412,589429629.6,8771.143727,8771.143727,,,High income,8450,5.793440499,
Antigua and Barbuda,1995,13.88616294,0.324369592,1.248382176,577281481.5,8406.358945,8406.358945,,,High income,8140,5.8041161,
Antigua and Barbuda,1996,13.89255092,0.366484585,1.318747446,633729629.6,9030.574978,9030.574978,,,High income,8700,6.001042343,
Antigua and Barbuda,1997,13.90291028,0.362706737,1.332650322,680618518.5,9491.660766,9491.660766,,,High income,9080,5.892750983,
Antigua and Barbuda,1998,13.9181574,0.401118851,1.311982349,727859259.3,9940.852228,9940.852228,,,High income,9270,6.259009194,
Antigua and Barbuda,1999,13.92957648,0.410905267,1.200901654,766200000,10260.59941,10260.59941,,,High income,9610,6.347816625,
Antigua and Barbuda,2000,13.93589686,0.416949858,1.059252538,826370370.4,10872.29295,10872.29295,4.69438457,,High income,10100,6.457547929,2
Antigua and Barbuda,2001,13.942231,0.420363499,0.939920502,800481481.5,10367.31961,10367.31961,5.43587589,,High income,9850,6.574910918,1.9
Antigua and Barbuda,2002,13.94824702,0.439635376,0.859695162,814381481.5,10401.05088,10401.05088,5.28793621,,High income,9660,6.691644426,1.3
Antigua and Barbuda,2003,13.95155488,0.458089173,0.802440714,856396296.3,10797.95106,10797.95106,5.58626556,,High income,10530,6.791361123,1.4
Antigua and Barbuda,2004,13.95420134,0.465441218,0.762515624,919729629.6,11446.96914,11446.96914,5.11667967,,High income,11450,6.842332463,2
Antigua and Barbuda,2005,13.95113104,0.476136139,0.726117028,1022962963,12557.54785,12557.54785,4.9945569,,High income,12420,6.906234903,1.3
Antigua and Barbuda,2006,13.94868025,0.475567879,0.697087889,1157662963,13995.80442,13995.80442,4.63347101,,High income,13810,6.911701855,0.4
Antigua and Barbuda,2007,13.93935653,0.409233677,0.672568694,1312759259,15622.69287,15622.69287,4.44986248,,High income,15090,6.769823039,0.3
Antigua and Barbuda,2008,13.92913144,0.42182582,0.652934679,1370070370,16044.1058,16044.1058,4.2048173,,High income,15250,6.782250415,0.2
Antigua and Barbuda,2009,13.92502581,0.46305638,0.641532773,1228329630,14160.562,14160.562,4.19123125,,High income,13600,6.897790388,0
Antigua and Barbuda,2010,13.92766651,0.477609136,0.632823031,1148700000,13048.96058,13048.96058,5.37907028,,High income,12690,6.87637044,0.1
Antigua and Barbuda,2011,13.94474709,0.480429934,0.630504264,1137637037,12746.63347,12746.63347,5.44257212,,High income,12370,6.861282452,0.2
Antigua and Barbuda,2012,13.97471611,0.48157537,0.633592806,1199948148,13272.73494,13272.73494,5.47921419,,High income,12780,6.858170024,0
Antigua and Barbuda,2013,14.0093659,0.479207726,0.645331301,1181448148,12910.59063,12910.59063,5.50909281,,High income,12620,6.860336094,0
Antigua and Barbuda,2014,14.04171622,0.473391711,0.669338884,1249733333,13501.58092,13501.58092,5.87269974,,High income,12760,6.779369203,0.4
Antigua and Barbuda,2015,14.06148128,0.468017447,0.680772035,1336692593,14285.32978,14285.32978,5.27965546,,High income,12850,6.741363581,0.4
